,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
26,26,13,4,1,rel4,5,2,rel,rel,high3,low1,2,3,20,5,20,5,-40,-15,49,46,5,3,28.0,25,-55,0,1,1,"[5, 2, 3, 4]"
27,27,8,4,2,rel4,5,2,rel,rel,mid1,low1,1,3,-15,-15,25,5,-15,-15,43,46,6,3,-31.0,30,-30,0,1,1,"[5, 2, 3, 4]"
28,28,41,4,1,rel4,5,2,rel,irr,low1,irr,3,5,5,0,5,0,-15,0,46,44,3,1,6.0,5,-15,0,1,0,"[5, 2, 3, 4]"
29,29,32,4,2,rel4,5,2,rel,irr,mid2,irr,4,5,15,0,-25,0,15,0,45,44,4,1,15.0,-25,15,0,1,0,"[5, 2, 3, 4]"
30,30,55,4,1,rel4,5,2,irr,rel,irr,mid2,6,4,0,-25,0,-25,0,15,48,45,2,4,-24.0,-25,15,0,1,1,"[5, 2, 3, 4]"
31,31,40,4,2,rel4,5,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,48,43,2,6,-17.0,25,-15,0,1,0,"[5, 2, 3, 4]"
32,32,39,4,1,rel4,5,2,rel,rel,mid1,high3,1,2,25,20,25,20,-15,-40,43,49,6,5,45.0,45,-55,0,1,0,"[5, 2, 3, 4]"
33,33,12,4,2,rel4,5,2,rel,rel,low1,mid1,3,1,-15,-15,5,25,-15,-15,46,43,3,6,-31.0,30,-30,0,1,0,"[5, 2, 3, 4]"
34,34,26,4,2,rel4,5,2,irr,rel,irr,mid1,5,1,0,-15,0,25,0,-15,44,43,1,6,-16.0,25,-15,0,1,0,"[5, 2, 3, 4]"
35,35,17,4,1,rel4,5,2,rel,irr,mid1,irr,1,5,25,0,25,0,-15,0,43,44,6,1,26.0,25,-15,0,1,1,"[5, 2, 3, 4]"
36,36,47,4,1,rel4,5,2,rel,irr,low1,irr,3,5,5,0,5,0,-15,0,46,44,3,1,5.0,5,-15,0,1,0,"[5, 2, 3, 4]"
37,37,6,4,2,rel4,5,2,rel,irr,mid1,irr,1,5,-15,0,25,0,-15,0,43,44,6,1,-20.0,25,-15,1,1,1,"[5, 2, 3, 4]"
38,38,4,4,2,rel4,5,2,irr,rel,irr,mid2,5,4,0,15,0,-25,0,15,44,45,1,4,17.0,-25,15,1,1,1,"[5, 2, 3, 4]"
39,39,5,4,1,rel4,5,2,irr,rel,irr,mid2,6,4,0,-25,0,-25,0,15,48,45,2,4,-26.0,-25,15,1,1,1,"[5, 2, 3, 4]"
40,40,42,4,2,rel4,5,2,irr,rel,irr,mid2,6,4,0,15,0,-25,0,15,48,45,2,4,13.0,-25,15,1,1,1,"[5, 2, 3, 4]"
41,41,24,4,2,rel4,5,2,rel,irr,high3,irr,2,6,-40,0,20,0,-40,0,49,48,5,2,-40.0,20,-40,1,1,1,"[5, 2, 3, 4]"
42,42,14,4,2,rel4,5,2,irr,rel,irr,high3,5,2,0,-40,0,20,0,-40,44,49,1,5,-40.0,20,-40,1,1,0,"[5, 2, 3, 4]"
43,43,15,4,1,rel4,5,2,rel,irr,mid2,irr,4,6,-25,0,-25,0,15,0,45,48,4,2,-23.0,-25,15,1,1,1,"[5, 2, 3, 4]"
44,44,44,4,2,rel4,5,2,irr,rel,irr,high3,6,2,0,-40,0,20,0,-40,48,49,2,5,-37.0,20,-40,1,1,0,"[5, 2, 3, 4]"
45,45,23,4,1,rel4,5,2,rel,rel,mid1,low1,1,3,25,5,25,5,-15,-15,43,46,6,3,33.0,30,-30,0,1,1,"[5, 2, 3, 4]"
46,46,18,4,2,rel4,5,2,irr,rel,irr,low1,5,3,0,-15,0,5,0,-15,44,46,1,3,-14.0,5,-15,1,1,1,"[5, 2, 3, 4]"
47,47,27,4,1,rel4,5,2,rel,rel,low1,mid2,3,4,5,-25,5,-25,-15,15,46,45,3,4,-19.0,-20,0,1,1,1,"[5, 2, 3, 4]"
48,48,50,4,2,rel4,5,2,rel,rel,mid1,mid2,1,4,-15,15,25,-25,-15,15,43,45,6,4,0.0,0,0,1,1,1,"[5, 2, 3, 4]"
49,49,16,4,2,rel4,5,2,rel,rel,mid1,low1,1,3,-15,-15,25,5,-15,-15,43,46,6,3,-31.0,30,-30,1,1,0,"[5, 2, 3, 4]"
50,50,57,4,1,rel4,5,2,rel,rel,high3,low1,2,3,20,5,20,5,-40,-15,49,46,5,3,22.0,25,-55,1,1,0,"[5, 2, 3, 4]"
51,51,49,4,1,rel4,5,2,irr,rel,irr,low1,6,3,0,5,0,5,0,-15,48,46,2,3,7.0,5,-15,0,1,1,"[5, 2, 3, 4]"
52,52,46,4,2,rel4,5,2,irr,rel,irr,mid2,6,4,0,15,0,-25,0,15,48,45,2,4,16.0,-25,15,0,1,0,"[5, 2, 3, 4]"
53,53,54,4,2,rel4,5,2,rel,rel,mid1,high3,1,2,-15,-40,25,20,-15,-40,43,49,6,5,-58.0,45,-55,1,1,0,"[5, 2, 3, 4]"
54,54,37,4,1,rel4,5,2,rel,rel,high3,mid1,2,1,20,25,20,25,-40,-15,49,43,5,6,45.0,45,-55,1,1,0,"[5, 2, 3, 4]"
55,55,33,4,1,rel4,5,2,rel,rel,low1,mid1,3,1,5,25,5,25,-15,-15,46,43,3,6,28.0,30,-30,1,1,1,"[5, 2, 3, 4]"
56,56,25,4,1,rel4,5,2,rel,irr,low1,irr,3,5,5,0,5,0,-15,0,46,44,3,1,6.0,5,-15,0,1,1,"[5, 2, 3, 4]"
57,57,3,4,1,rel4,5,2,irr,rel,irr,mid2,6,4,0,-25,0,-25,0,15,48,45,2,4,-26.0,-25,15,1,1,1,"[5, 2, 3, 4]"
58,58,51,4,1,rel4,5,2,rel,irr,mid2,irr,4,6,-25,0,-25,0,15,0,45,48,4,2,-25.0,-25,15,0,1,1,"[5, 2, 3, 4]"
59,59,59,4,1,rel4,5,2,irr,rel,irr,high3,5,2,0,20,0,20,0,-40,44,49,1,5,13.0,20,-40,1,1,0,"[5, 2, 3, 4]"
