,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
31,31,2,3,2,rel3,2,2,rel,rel,low1,low3,2,1,-15,-5,5,15,-15,-5,38,35,5,3,-23.0,20,-20,0,1,1,"[4, 2, 1]"
32,32,38,3,2,rel3,2,2,rel,rel,low1,high2,2,3,-15,20,5,-40,-15,20,38,40,5,2,2.0,-35,5,0,1,1,"[4, 2, 1]"
33,33,20,3,2,rel3,2,2,rel,irr,low3,irr,1,4,-5,0,15,0,-5,0,35,32,3,6,-7.0,15,-5,0,1,1,"[4, 2, 1]"
34,34,39,3,1,rel3,2,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,39,34,4,1,0.0,0,0,0,0,0,"[4, 2, 1]"
35,35,31,3,1,rel3,2,2,rel,irr,high2,irr,3,4,-40,0,-40,0,20,0,40,32,2,6,-40.0,-40,20,0,1,0,"[4, 2, 1]"
36,36,24,3,2,rel3,2,2,rel,irr,low3,irr,1,5,-5,0,15,0,-5,0,35,39,3,4,-3.0,15,-5,1,1,1,"[4, 2, 1]"
37,37,40,3,2,rel3,2,2,rel,rel,high2,low3,3,1,20,-5,-40,15,20,-5,40,35,2,3,15.0,-25,15,0,1,0,"[4, 2, 1]"
38,38,32,3,2,rel3,2,2,rel,rel,low3,high2,1,3,-5,20,15,-40,-5,20,35,40,3,2,13.0,-25,15,1,1,1,"[4, 2, 1]"
39,39,35,3,1,rel3,2,2,irr,rel,irr,high2,4,3,0,-40,0,-40,0,20,32,40,6,2,-41.0,-40,20,0,1,0,"[4, 2, 1]"
40,40,12,3,2,rel3,2,2,rel,rel,low1,high2,2,3,-15,20,5,-40,-15,20,38,40,5,2,5.0,-35,5,1,1,0,"[4, 2, 1]"
41,41,21,3,1,rel3,2,2,irr,rel,irr,high2,4,3,0,-40,0,-40,0,20,32,40,6,2,-41.0,-40,20,1,1,0,"[4, 2, 1]"
42,42,47,3,1,rel3,2,2,rel,rel,high2,low3,3,1,-40,15,-40,15,20,-5,40,35,2,3,-28.0,-25,15,1,1,0,"[4, 2, 1]"
43,43,11,3,1,rel3,2,2,irr,rel,irr,high2,4,3,0,-40,0,-40,0,20,32,40,6,2,-36.0,-40,20,0,1,1,"[4, 2, 1]"
44,44,28,3,2,rel3,2,2,rel,irr,low3,irr,1,6,-5,0,15,0,-5,0,35,34,3,1,-7.0,15,-5,1,1,0,"[4, 2, 1]"
45,45,45,3,1,rel3,2,2,irr,rel,irr,high2,6,3,0,-40,0,-40,0,20,34,40,1,2,-38.0,-40,20,1,1,0,"[4, 2, 1]"
46,46,17,3,1,rel3,2,2,rel,rel,high2,low1,3,2,-40,5,-40,5,20,-15,40,38,2,5,-34.0,-35,5,1,1,1,"[4, 2, 1]"
47,47,13,3,1,rel3,2,2,rel,rel,low1,high2,2,3,5,-40,5,-40,-15,20,38,40,5,2,-37.0,-35,5,1,1,0,"[4, 2, 1]"
48,48,8,3,2,rel3,2,2,irr,rel,irr,high2,4,3,0,20,0,-40,0,20,32,40,6,2,19.0,-40,20,1,1,1,"[4, 2, 1]"
49,49,56,3,2,rel3,2,2,irr,rel,irr,low3,6,1,0,-5,0,15,0,-5,34,35,1,3,-5.0,15,-5,1,1,0,"[4, 2, 1]"
50,50,18,3,2,rel3,2,2,irr,rel,irr,low3,6,1,0,-5,0,15,0,-5,34,35,1,3,-3.0,15,-5,1,1,1,"[4, 2, 1]"
51,51,9,3,1,rel3,2,2,irr,rel,irr,high2,4,3,0,-40,0,-40,0,20,32,40,6,2,-45.0,-40,20,1,1,1,"[4, 2, 1]"
52,52,54,3,2,rel3,2,2,rel,rel,high2,low1,3,2,20,-15,-40,5,20,-15,40,38,2,5,5.0,-35,5,1,1,1,"[4, 2, 1]"
53,53,7,3,1,rel3,2,2,irr,rel,irr,low1,4,2,0,5,0,5,0,-15,32,38,6,5,8.0,5,-15,1,1,1,"[4, 2, 1]"
54,54,22,3,2,rel3,2,2,irr,rel,irr,low3,4,1,0,-5,0,15,0,-5,32,35,6,3,-6.0,15,-5,1,1,0,"[4, 2, 1]"
55,55,49,3,1,rel3,2,2,rel,rel,low3,low1,1,2,15,5,15,5,-5,-15,35,38,3,5,21.0,20,-20,0,1,0,"[4, 2, 1]"
56,56,6,3,2,rel3,2,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,32,34,6,1,1.0,0,0,1,0,0,"[4, 2, 1]"
57,57,36,3,2,rel3,2,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,32,39,6,4,1.0,0,0,1,0,0,"[4, 2, 1]"
58,58,41,3,1,rel3,2,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,32,39,6,4,-1.0,0,0,1,0,0,"[4, 2, 1]"
59,59,19,3,1,rel3,2,2,irr,rel,irr,low1,6,2,0,5,0,5,0,-15,34,38,1,5,5.0,5,-15,1,1,1,"[4, 2, 1]"
