,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
10,10,33,4,1,rel4,4,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,42,43,4,3,-2.0,0,0,0,0,0,"[1, 0, 4, 5]"
11,11,47,4,1,rel4,4,2,irr,rel,irr,mid1,5,1,0,25,0,25,0,-15,42,50,4,5,25.0,25,-15,0,1,0,"[1, 0, 4, 5]"
12,12,54,4,2,rel4,4,2,irr,rel,irr,mid1,5,1,0,-15,0,25,0,-15,42,50,4,5,-17.0,25,-15,0,1,0,"[1, 0, 4, 5]"
13,13,51,4,1,rel4,4,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,43,42,3,4,2.0,0,0,0,0,0,"[1, 0, 4, 5]"
14,14,23,4,1,rel4,4,2,rel,rel,mid2,high4,3,2,-25,-20,-25,-20,15,40,47,45,6,2,-47.0,-45,55,0,1,1,"[1, 0, 4, 5]"
15,15,5,4,1,rel4,4,2,rel,irr,mid2,irr,3,6,-25,0,-25,0,15,0,47,43,6,3,-26.0,-25,15,0,1,0,"[1, 0, 4, 5]"
16,16,48,4,2,rel4,4,2,irr,rel,irr,high4,5,2,0,40,0,-20,0,40,42,45,4,2,37.0,-20,40,0,1,0,"[1, 0, 4, 5]"
17,17,27,4,1,rel4,4,2,irr,rel,irr,high4,6,2,0,-20,0,-20,0,40,43,45,3,2,-21.0,-20,40,0,1,0,"[1, 0, 4, 5]"
18,18,43,4,1,rel4,4,2,irr,rel,irr,mid1,5,1,0,25,0,25,0,-15,42,50,4,5,22.0,25,-15,0,1,1,"[1, 0, 4, 5]"
19,19,18,4,2,rel4,4,2,rel,irr,mid2,irr,3,5,15,0,-25,0,15,0,47,42,6,4,18.0,-25,15,1,1,0,"[1, 0, 4, 5]"
20,20,52,4,2,rel4,4,2,rel,rel,high4,mid1,2,1,40,-15,-20,25,40,-15,45,50,2,5,23.0,5,25,0,1,1,"[1, 0, 4, 5]"
21,21,41,4,1,rel4,4,2,rel,irr,mid2,irr,3,5,-25,0,-25,0,15,0,47,42,6,4,-24.0,-25,15,0,1,1,"[1, 0, 4, 5]"
22,22,11,4,1,rel4,4,2,irr,rel,irr,mid2,6,3,0,-25,0,-25,0,15,43,47,3,6,-23.0,-25,15,0,1,0,"[1, 0, 4, 5]"
23,23,56,4,2,rel4,4,2,rel,rel,mid1,mid2,1,3,-15,15,25,-25,-15,15,50,47,5,6,0.0,0,0,0,1,0,"[1, 0, 4, 5]"
24,24,58,4,2,rel4,4,2,rel,irr,high4,irr,2,6,40,0,-20,0,40,0,45,43,2,3,39.0,-20,40,0,1,0,"[1, 0, 4, 5]"
25,25,37,4,1,rel4,4,2,irr,rel,irr,mid2,5,3,0,-25,0,-25,0,15,42,47,4,6,-29.0,-25,15,0,1,0,"[1, 0, 4, 5]"
26,26,6,4,2,rel4,4,2,rel,irr,high2,irr,4,6,20,0,-40,0,20,0,44,43,1,3,18.0,-40,20,0,1,0,"[1, 0, 4, 5]"
27,27,9,4,1,rel4,4,2,rel,rel,high4,mid2,2,3,-20,-25,-20,-25,40,15,45,47,2,6,-46.0,-45,55,0,1,0,"[1, 0, 4, 5]"
28,28,36,4,2,rel4,4,2,irr,rel,irr,mid2,5,3,0,15,0,-25,0,15,42,47,4,6,12.0,-25,15,0,1,0,"[1, 0, 4, 5]"
29,29,25,4,1,rel4,4,2,rel,irr,high4,irr,2,5,-20,0,-20,0,40,0,45,42,2,4,-20.0,-20,40,0,1,1,"[1, 0, 4, 5]"
30,30,59,4,1,rel4,4,2,rel,irr,mid2,irr,3,6,-25,0,-25,0,15,0,47,43,6,3,-25.0,-25,15,0,1,1,"[1, 0, 4, 5]"
31,31,32,4,2,rel4,4,2,irr,rel,irr,high4,5,2,0,40,0,-20,0,40,42,45,4,2,40.0,-20,40,0,1,0,"[1, 0, 4, 5]"
32,32,1,4,1,rel4,4,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,42,43,4,3,3.0,0,0,0,0,0,"[1, 0, 4, 5]"
33,33,8,4,2,rel4,4,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,50,43,5,3,-15.0,25,-15,0,1,1,"[1, 0, 4, 5]"
34,34,31,4,1,rel4,4,2,rel,rel,high4,mid1,2,1,-20,25,-20,25,40,-15,45,50,2,5,8.0,5,25,0,1,1,"[1, 0, 4, 5]"
35,35,49,4,1,rel4,4,2,rel,rel,high2,mid1,4,1,-40,25,-40,25,20,-15,44,50,1,5,-17.0,-15,5,0,1,0,"[1, 0, 4, 5]"
36,36,38,4,2,rel4,4,2,irr,rel,irr,high2,6,4,0,20,0,-40,0,20,43,44,3,1,25.0,-40,20,1,1,0,"[1, 0, 4, 5]"
37,37,40,4,2,rel4,4,2,irr,rel,irr,high4,6,2,0,40,0,-20,0,40,43,45,3,2,40.0,-20,40,1,1,1,"[1, 0, 4, 5]"
38,38,26,4,2,rel4,4,2,rel,irr,mid2,irr,3,5,15,0,-25,0,15,0,47,42,6,4,13.0,-25,15,1,1,1,"[1, 0, 4, 5]"
39,39,60,4,2,rel4,4,2,rel,irr,mid2,irr,3,5,15,0,-25,0,15,0,47,42,6,4,11.0,-25,15,1,1,1,"[1, 0, 4, 5]"
40,40,13,4,1,rel4,4,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,42,43,4,3,-1.0,0,0,1,0,0,"[1, 0, 4, 5]"
41,41,10,4,2,rel4,4,2,irr,rel,irr,high2,6,4,0,20,0,-40,0,20,43,44,3,1,20.0,-40,20,1,1,0,"[1, 0, 4, 5]"
42,42,50,4,2,rel4,4,2,rel,rel,high4,high2,2,4,40,20,-20,-40,40,20,45,44,2,1,62.0,-60,60,0,1,1,"[1, 0, 4, 5]"
43,43,28,4,2,rel4,4,2,rel,irr,mid2,irr,3,5,15,0,-25,0,15,0,47,42,6,4,21.0,-25,15,1,1,1,"[1, 0, 4, 5]"
44,44,4,4,2,rel4,4,2,irr,rel,irr,high4,6,2,0,40,0,-20,0,40,43,45,3,2,43.0,-20,40,1,1,1,"[1, 0, 4, 5]"
45,45,17,4,1,rel4,4,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,42,43,4,3,3.0,0,0,1,0,0,"[1, 0, 4, 5]"
46,46,2,4,2,rel4,4,2,rel,rel,mid1,high4,1,2,-15,40,25,-20,-15,40,50,45,5,2,27.0,5,25,1,1,0,"[1, 0, 4, 5]"
47,47,14,4,2,rel4,4,2,irr,rel,irr,high4,5,2,0,40,0,-20,0,40,42,45,4,2,40.0,-20,40,1,1,1,"[1, 0, 4, 5]"
48,48,19,4,1,rel4,4,2,irr,rel,irr,mid1,6,1,0,25,0,25,0,-15,43,50,3,5,24.0,25,-15,1,1,1,"[1, 0, 4, 5]"
49,49,20,4,2,rel4,4,2,irr,rel,irr,high4,5,2,0,40,0,-20,0,40,42,45,4,2,39.0,-20,40,1,1,0,"[1, 0, 4, 5]"
50,50,57,4,1,rel4,4,2,irr,rel,irr,high2,6,4,0,-40,0,-40,0,20,43,44,3,1,-40.0,-40,20,1,1,0,"[1, 0, 4, 5]"
51,51,12,4,2,rel4,4,2,rel,irr,high4,irr,2,5,40,0,-20,0,40,0,45,42,2,4,38.0,-20,40,1,1,1,"[1, 0, 4, 5]"
52,52,45,4,1,rel4,4,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,43,42,3,4,1.0,0,0,1,0,0,"[1, 0, 4, 5]"
53,53,21,4,1,rel4,4,2,rel,rel,mid1,high2,1,4,25,-40,25,-40,-15,20,50,44,5,1,-18.0,-15,5,0,1,0,"[1, 0, 4, 5]"
54,54,44,4,2,rel4,4,2,rel,irr,high4,irr,2,6,40,0,-20,0,40,0,45,43,2,3,38.0,-20,40,1,1,0,"[1, 0, 4, 5]"
55,55,34,4,2,rel4,4,2,rel,rel,high4,high2,2,4,40,20,-20,-40,40,20,45,44,2,1,59.0,-60,60,1,1,1,"[1, 0, 4, 5]"
56,56,46,4,2,rel4,4,2,rel,irr,high4,irr,2,5,40,0,-20,0,40,0,45,42,2,4,40.0,-20,40,1,1,1,"[1, 0, 4, 5]"
57,57,24,4,2,rel4,4,2,rel,irr,high4,irr,2,5,40,0,-20,0,40,0,45,42,2,4,39.0,-20,40,1,1,0,"[1, 0, 4, 5]"
58,58,30,4,2,rel4,4,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,43,42,3,4,1.0,0,0,1,0,0,"[1, 0, 4, 5]"
59,59,7,4,1,rel4,4,2,irr,rel,irr,high4,5,2,0,-20,0,-20,0,40,42,45,4,2,-22.0,-20,40,1,1,1,"[1, 0, 4, 5]"
