,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
21,21,17,3,1,rel3,1,2,irr,rel,irr,high4,5,3,0,-20,0,-20,0,40,33,37,3,6,-20.0,-20,40,0,1,0,"[0, 1, 5]"
22,22,23,3,1,rel3,1,2,rel,rel,high4,mid1,3,1,-20,25,-20,25,40,-15,37,34,6,2,1.0,5,25,0,1,0,"[0, 1, 5]"
23,23,5,3,1,rel3,1,2,rel,irr,mid1,irr,1,5,25,0,25,0,-15,0,34,33,2,3,23.0,25,-15,1,1,0,"[0, 1, 5]"
24,24,34,3,2,rel3,1,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,33,31,3,4,2.0,0,0,0,0,0,"[0, 1, 5]"
25,25,16,3,2,rel3,1,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,31,34,4,2,-13.0,25,-15,0,1,0,"[0, 1, 5]"
26,26,47,3,1,rel3,1,2,rel,irr,high4,irr,3,5,-20,0,-20,0,40,0,37,33,6,3,-20.0,-20,40,0,1,0,"[0, 1, 5]"
27,27,56,3,2,rel3,1,2,rel,irr,mid3,irr,2,6,-25,0,15,0,-25,0,40,31,1,4,-24.0,15,-25,0,1,0,"[0, 1, 5]"
28,28,12,3,2,rel3,1,2,rel,rel,mid3,high4,2,3,-25,40,15,-20,-25,40,40,37,1,6,13.0,-5,15,0,1,0,"[0, 1, 5]"
29,29,46,3,2,rel3,1,2,irr,rel,irr,high4,4,3,0,40,0,-20,0,40,36,37,5,6,40.0,-20,40,1,1,0,"[0, 1, 5]"
30,30,41,3,1,rel3,1,2,rel,irr,high4,irr,3,4,-20,0,-20,0,40,0,37,36,6,5,-21.0,-20,40,1,1,1,"[0, 1, 5]"
31,31,53,3,1,rel3,1,2,rel,irr,mid1,irr,1,6,25,0,25,0,-15,0,34,31,2,4,26.0,25,-15,0,1,1,"[0, 1, 5]"
32,32,15,3,1,rel3,1,2,rel,rel,high4,mid3,3,2,-20,15,-20,15,40,-25,37,40,6,1,-2.0,-5,15,1,1,0,"[0, 1, 5]"
33,33,39,3,1,rel3,1,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,36,31,5,4,-2.0,0,0,1,0,0,"[0, 1, 5]"
34,34,13,3,1,rel3,1,2,rel,irr,high4,irr,3,6,-20,0,-20,0,40,0,37,31,6,4,-20.0,-20,40,0,1,1,"[0, 1, 5]"
35,35,14,3,2,rel3,1,2,rel,rel,high4,mid1,3,1,40,-15,-20,25,40,-15,37,34,6,2,28.0,5,25,1,1,1,"[0, 1, 5]"
36,36,25,3,1,rel3,1,2,irr,rel,irr,high4,6,3,0,-20,0,-20,0,40,31,37,4,6,-20.0,-20,40,1,1,1,"[0, 1, 5]"
37,37,50,3,2,rel3,1,2,irr,rel,irr,mid1,4,1,0,-15,0,25,0,-15,36,34,5,2,-17.0,25,-15,1,1,1,"[0, 1, 5]"
38,38,7,3,1,rel3,1,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,31,36,4,5,-4.0,0,0,1,0,0,"[0, 1, 5]"
39,39,8,3,2,rel3,1,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,34,31,2,4,-14.0,25,-15,1,1,1,"[0, 1, 5]"
40,40,43,3,1,rel3,1,2,irr,rel,irr,mid3,6,2,0,15,0,15,0,-25,31,40,4,1,12.0,15,-25,1,1,1,"[0, 1, 5]"
41,41,44,3,2,rel3,1,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,36,31,5,4,1.0,0,0,0,0,0,"[0, 1, 5]"
42,42,18,3,2,rel3,1,2,rel,rel,high4,mid3,3,2,40,-25,-20,15,40,-25,37,40,6,1,14.0,-5,15,1,1,1,"[0, 1, 5]"
43,43,26,3,2,rel3,1,2,irr,rel,irr,high4,6,3,0,40,0,-20,0,40,31,37,4,6,39.0,-20,40,1,1,0,"[0, 1, 5]"
44,44,10,3,2,rel3,1,2,irr,rel,irr,mid1,5,1,0,-15,0,25,0,-15,33,34,3,2,-18.0,25,-15,1,1,0,"[0, 1, 5]"
45,45,48,3,2,rel3,1,2,irr,rel,irr,high4,4,3,0,40,0,-20,0,40,36,37,5,6,40.0,-20,40,1,1,1,"[0, 1, 5]"
46,46,58,3,2,rel3,1,2,irr,rel,irr,mid1,4,1,0,-15,0,25,0,-15,36,34,5,2,-13.0,25,-15,1,1,1,"[0, 1, 5]"
47,47,37,3,1,rel3,1,2,rel,irr,high4,irr,3,5,-20,0,-20,0,40,0,37,33,6,3,-20.0,-20,40,1,1,1,"[0, 1, 5]"
48,48,21,3,1,rel3,1,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,36,33,5,3,3.0,0,0,1,0,0,"[0, 1, 5]"
49,49,3,3,1,rel3,1,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,33,31,3,4,0.0,0,0,1,0,0,"[0, 1, 5]"
50,50,29,3,1,rel3,1,2,rel,irr,high4,irr,3,6,-20,0,-20,0,40,0,37,31,6,4,-18.0,-20,40,0,1,0,"[0, 1, 5]"
51,51,60,3,2,rel3,1,2,irr,rel,irr,mid3,6,2,0,-25,0,15,0,-25,31,40,4,1,-21.0,15,-25,1,1,1,"[0, 1, 5]"
52,52,30,3,2,rel3,1,2,rel,rel,high4,mid1,3,1,40,-15,-20,25,40,-15,37,34,6,2,25.0,5,25,0,1,1,"[0, 1, 5]"
53,53,36,3,2,rel3,1,2,rel,rel,high4,mid1,3,1,40,-15,-20,25,40,-15,37,34,6,2,24.0,5,25,1,1,1,"[0, 1, 5]"
54,54,22,3,2,rel3,1,2,rel,rel,high4,mid1,3,1,40,-15,-20,25,40,-15,37,34,6,2,28.0,5,25,1,1,1,"[0, 1, 5]"
55,55,1,3,1,rel3,1,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,36,33,5,3,0.0,0,0,1,0,0,"[0, 1, 5]"
56,56,24,3,2,rel3,1,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,31,34,4,2,-15.0,25,-15,1,1,0,"[0, 1, 5]"
57,57,32,3,2,rel3,1,2,rel,irr,high4,irr,3,6,40,0,-20,0,40,0,37,31,6,4,39.0,-20,40,0,1,1,"[0, 1, 5]"
58,58,42,3,2,rel3,1,2,irr,rel,irr,high4,4,3,0,40,0,-20,0,40,36,37,5,6,42.0,-20,40,0,1,1,"[0, 1, 5]"
59,59,54,3,2,rel3,1,2,rel,irr,mid1,irr,1,4,-15,0,25,0,-15,0,34,36,2,5,-11.0,25,-15,1,1,0,"[0, 1, 5]"
