,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
24,24,48,2,2,rel2,3,2,irr,rel,irr,mid2,5,2,0,15,0,-25,0,15,25,26,2,3,12.0,-25,15,0,1,0,"[2, 3]"
25,25,24,2,2,rel2,3,2,irr,rel,irr,mid2,6,2,0,15,0,-25,0,15,21,26,5,3,14.0,-25,15,0,1,0,"[2, 3]"
26,26,42,2,2,rel2,3,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,21,23,5,1,3.0,0,0,1,0,0,"[2, 3]"
27,27,10,2,2,rel2,3,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,23,28,1,6,1.0,0,0,0,0,0,"[2, 3]"
28,28,36,2,2,rel2,3,2,rel,irr,mid2,irr,2,3,15,0,-25,0,15,0,26,23,3,1,16.0,-25,15,0,1,1,"[2, 3]"
29,29,51,2,1,rel2,3,2,rel,irr,mid2,irr,2,6,-25,0,-25,0,15,0,26,21,3,5,-25.0,-25,15,1,1,1,"[2, 3]"
30,30,23,2,1,rel2,3,2,irr,rel,irr,mid2,4,2,0,-25,0,-25,0,15,28,26,6,3,-25.0,-25,15,0,1,0,"[2, 3]"
31,31,19,2,1,rel2,3,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,23,28,1,6,-1.0,0,0,0,0,0,"[2, 3]"
32,32,59,2,1,rel2,3,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,28,25,6,2,2.0,0,0,0,0,0,"[2, 3]"
33,33,4,2,2,rel2,3,2,irr,rel,irr,mid2,6,2,0,15,0,-25,0,15,21,26,5,3,18.0,-25,15,0,1,1,"[2, 3]"
34,34,9,2,1,rel2,3,2,irr,rel,irr,mid2,4,2,0,-25,0,-25,0,15,28,26,6,3,-25.0,-25,15,0,1,0,"[2, 3]"
35,35,27,2,1,rel2,3,2,irr,rel,irr,mid2,3,2,0,-25,0,-25,0,15,23,26,1,3,-26.0,-25,15,0,1,0,"[2, 3]"
36,36,50,2,2,rel2,3,2,irr,rel,irr,low1,6,1,0,-15,0,5,0,-15,21,27,5,4,-20.0,5,-15,0,1,1,"[2, 3]"
37,37,35,2,1,rel2,3,2,rel,irr,mid2,irr,2,4,-25,0,-25,0,15,0,26,28,3,6,-25.0,-25,15,0,1,1,"[2, 3]"
38,38,29,2,1,rel2,3,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,21,25,5,2,1.0,0,0,0,0,0,"[2, 3]"
39,39,17,2,1,rel2,3,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,28,21,6,5,-2.0,0,0,0,0,0,"[2, 3]"
40,40,32,2,2,rel2,3,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,25,21,2,5,1.0,0,0,1,0,0,"[2, 3]"
41,41,13,2,1,rel2,3,2,irr,rel,irr,low1,4,1,0,5,0,5,0,-15,28,27,6,4,5.0,5,-15,1,1,0,"[2, 3]"
42,42,18,2,2,rel2,3,2,rel,irr,low1,irr,1,5,-15,0,5,0,-15,0,27,25,4,2,-15.0,5,-15,1,1,0,"[2, 3]"
43,43,40,2,2,rel2,3,2,rel,rel,mid2,low1,2,1,15,-15,-25,5,15,-15,26,27,3,4,-4.0,-20,0,1,1,1,"[2, 3]"
44,44,1,2,1,rel2,3,2,irr,rel,irr,mid2,5,2,0,-25,0,-25,0,15,25,26,2,3,-28.0,-25,15,0,1,1,"[2, 3]"
45,45,60,2,2,rel2,3,2,irr,rel,irr,low1,6,1,0,-15,0,5,0,-15,21,27,5,4,-17.0,5,-15,1,1,1,"[2, 3]"
46,46,31,2,1,rel2,3,2,rel,irr,mid2,irr,2,3,-25,0,-25,0,15,0,26,23,3,1,-23.0,-25,15,0,1,0,"[2, 3]"
47,47,7,2,1,rel2,3,2,rel,irr,mid2,irr,2,5,-25,0,-25,0,15,0,26,25,3,2,-22.0,-25,15,1,1,1,"[2, 3]"
48,48,25,2,1,rel2,3,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,23,28,1,6,0.0,0,0,1,0,0,"[2, 3]"
49,49,28,2,2,rel2,3,2,rel,irr,low1,irr,1,6,-15,0,5,0,-15,0,27,21,4,5,-10.0,5,-15,1,1,0,"[2, 3]"
50,50,58,2,2,rel2,3,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,23,28,1,6,-1.0,0,0,1,0,0,"[2, 3]"
51,51,20,2,2,rel2,3,2,irr,rel,irr,low1,6,1,0,-15,0,5,0,-15,21,27,5,4,-15.0,5,-15,0,1,0,"[2, 3]"
52,52,6,2,2,rel2,3,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,28,21,6,5,0.0,0,0,1,0,0,"[2, 3]"
53,53,39,2,1,rel2,3,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,23,28,1,6,-2.0,0,0,1,0,0,"[2, 3]"
54,54,15,2,1,rel2,3,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,28,25,6,2,2.0,0,0,0,0,0,"[2, 3]"
55,55,30,2,2,rel2,3,2,rel,irr,mid2,irr,2,3,15,0,-25,0,15,0,26,23,3,1,14.0,-25,15,1,1,1,"[2, 3]"
56,56,14,2,2,rel2,3,2,rel,irr,mid2,irr,2,5,15,0,-25,0,15,0,26,25,3,2,18.0,-25,15,0,1,1,"[2, 3]"
57,57,54,2,2,rel2,3,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,23,21,1,5,-1.0,0,0,0,0,0,"[2, 3]"
58,58,47,2,1,rel2,3,2,rel,irr,low1,irr,1,4,5,0,5,0,-15,0,27,28,4,6,7.0,5,-15,1,1,1,"[2, 3]"
59,59,34,2,2,rel2,3,2,rel,irr,mid2,irr,2,3,15,0,-25,0,15,0,26,23,3,1,15.0,-25,15,1,1,1,"[2, 3]"
