,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
32,32,3,3,1,rel3,5,2,rel,rel,mid1,mid4,1,3,25,-15,25,-15,-15,25,31,36,6,3,11.0,10,10,0,1,1,"[2, 1, 5]",0
33,33,58,3,2,rel3,5,2,rel,rel,low1,mid4,2,3,-15,25,5,-15,-15,25,39,36,2,3,7.0,-10,10,0,1,1,"[2, 1, 5]",0
34,34,28,3,2,rel3,5,2,rel,irr,low1,irr,2,4,-15,0,5,0,-15,0,39,32,2,4,-16.0,5,-15,0,1,0,"[2, 1, 5]",0
35,35,32,3,2,rel3,5,2,rel,rel,mid4,mid1,3,1,25,-15,-15,25,25,-15,36,31,3,6,12.0,10,10,0,1,1,"[2, 1, 5]",0
36,36,24,3,2,rel3,5,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,37,35,5,1,-1.0,0,0,1,0,0,"[2, 1, 5]",0
37,37,21,3,1,rel3,5,2,rel,irr,low1,irr,2,4,5,0,5,0,-15,0,39,32,2,4,3.0,5,-15,1,1,1,"[2, 1, 5]",0
38,38,59,3,1,rel3,5,2,rel,irr,low1,irr,2,5,5,0,5,0,-15,0,39,37,2,5,6.0,5,-15,0,1,0,"[2, 1, 5]",0
39,39,14,3,2,rel3,5,2,irr,rel,irr,mid1,4,1,0,-15,0,25,0,-15,32,31,4,6,-14.0,25,-15,1,1,1,"[2, 1, 5]",1
40,40,9,3,1,rel3,5,2,rel,irr,mid4,irr,3,6,-15,0,-15,0,25,0,36,35,3,1,-15.0,-15,25,0,1,1,"[2, 1, 5]",0
41,41,42,3,2,rel3,5,2,rel,irr,mid1,irr,1,5,-15,0,25,0,-15,0,31,37,6,5,-18.0,25,-15,1,1,1,"[2, 1, 5]",0
42,42,45,3,1,rel3,5,2,rel,rel,low1,mid1,2,1,5,25,5,25,-15,-15,39,31,2,6,29.0,30,-30,1,1,1,"[2, 1, 5]",0
43,43,26,3,2,rel3,5,2,rel,irr,low1,irr,2,4,-15,0,5,0,-15,0,39,32,2,4,-13.0,5,-15,1,1,0,"[2, 1, 5]",0
44,44,12,3,2,rel3,5,2,rel,irr,mid4,irr,3,6,25,0,-15,0,25,0,36,35,3,1,20.0,-15,25,1,1,0,"[2, 1, 5]",0
45,45,34,3,2,rel3,5,2,rel,irr,low1,irr,2,6,-15,0,5,0,-15,0,39,35,2,1,-15.0,5,-15,1,1,1,"[2, 1, 5]",0
46,46,30,3,2,rel3,5,2,rel,rel,mid1,low1,1,2,-15,-15,25,5,-15,-15,31,39,6,2,-29.0,30,-30,0,1,1,"[2, 1, 5]",0
47,47,39,3,1,rel3,5,2,irr,rel,irr,mid4,4,3,0,-15,0,-15,0,25,32,36,4,3,-17.0,-15,25,1,1,1,"[2, 1, 5]",0
48,48,60,3,2,rel3,5,2,irr,rel,irr,mid1,4,1,0,-15,0,25,0,-15,32,31,4,6,-15.0,25,-15,1,1,1,"[2, 1, 5]",0
49,49,23,3,1,rel3,5,2,irr,rel,irr,mid4,6,3,0,-15,0,-15,0,25,35,36,1,3,-12.0,-15,25,1,1,1,"[2, 1, 5]",0
50,50,31,3,1,rel3,5,2,rel,irr,mid1,irr,1,4,25,0,25,0,-15,0,31,32,6,4,24.0,25,-15,1,1,1,"[2, 1, 5]",0
51,51,43,3,1,rel3,5,2,rel,rel,mid4,low1,3,2,-15,5,-15,5,25,-15,36,39,3,2,-11.0,-10,10,1,1,1,"[2, 1, 5]",0
52,52,4,3,2,rel3,5,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,37,32,5,4,-6.0,0,0,1,0,0,"[2, 1, 5]",0
53,53,8,3,2,rel3,5,2,irr,rel,irr,low1,6,2,0,-15,0,5,0,-15,35,39,1,2,-16.0,5,-15,0,1,1,"[2, 1, 5]",0
54,54,19,3,1,rel3,5,2,rel,rel,mid1,low1,1,2,25,5,25,5,-15,-15,31,39,6,2,26.0,30,-30,1,1,0,"[2, 1, 5]",0
55,55,29,3,1,rel3,5,2,rel,irr,mid1,irr,1,6,25,0,25,0,-15,0,31,35,6,1,27.0,25,-15,1,1,1,"[2, 1, 5]",0
56,56,6,3,2,rel3,5,2,rel,irr,mid4,irr,3,5,25,0,-15,0,25,0,36,37,3,5,23.0,-15,25,1,1,1,"[2, 1, 5]",0
57,57,7,3,1,rel3,5,2,irr,rel,irr,mid4,4,3,0,-15,0,-15,0,25,32,36,4,3,-13.0,-15,25,1,1,0,"[2, 1, 5]",0
58,58,15,3,1,rel3,5,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,32,35,4,1,-1.0,0,0,1,0,0,"[2, 1, 5]",0
59,59,49,3,1,rel3,5,2,rel,irr,low1,irr,2,6,5,0,5,0,-15,0,39,35,2,1,6.0,5,-15,1,1,1,"[2, 1, 5]",0
