,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
17,17,22,2,2,rel2,3,2,rel,irr,high1,irr,1,5,-20,0,40,0,-20,0,23,29,4,2,-18.0,40,-20,0,1,0,"[3, 4]",0
18,18,28,2,2,rel2,3,2,irr,rel,irr,low4,6,2,0,5,0,-15,0,5,27,24,6,5,6.0,-15,5,0,1,0,"[3, 4]",0
19,19,43,2,1,rel2,3,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,26,27,3,6,-1.0,0,0,0,0,0,"[3, 4]",1
20,20,44,2,2,rel2,3,2,rel,irr,low4,irr,2,3,5,0,-15,0,5,0,24,26,5,3,5.0,-15,5,0,1,0,"[3, 4]",0
21,21,25,2,1,rel2,3,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,30,26,1,3,0.0,0,0,0,0,0,"[3, 4]",0
22,22,19,2,1,rel2,3,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,30,29,1,2,1.0,0,0,0,0,0,"[3, 4]",0
23,23,18,2,2,rel2,3,2,irr,rel,irr,high1,6,1,0,-20,0,40,0,-20,27,23,6,4,-19.0,40,-20,1,1,0,"[3, 4]",0
24,24,23,2,1,rel2,3,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,27,26,6,3,1.0,0,0,0,0,0,"[3, 4]",0
25,25,1,2,1,rel2,3,2,irr,rel,irr,low4,6,2,0,-15,0,-15,0,5,27,24,6,5,-15.0,-15,5,0,1,0,"[3, 4]",0
26,26,5,2,1,rel2,3,2,rel,irr,high1,irr,1,4,40,0,40,0,-20,0,23,30,4,1,44.0,40,-20,0,1,0,"[3, 4]",0
27,27,32,2,2,rel2,3,2,irr,rel,irr,low4,6,2,0,5,0,-15,0,5,27,24,6,5,5.0,-15,5,1,1,0,"[3, 4]",0
28,28,36,2,2,rel2,3,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,26,30,3,1,3.0,0,0,0,0,0,"[3, 4]",0
29,29,42,2,2,rel2,3,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,27,30,6,1,3.0,0,0,0,0,0,"[3, 4]",0
30,30,27,2,1,rel2,3,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,29,27,2,6,-2.0,0,0,0,0,0,"[3, 4]",0
31,31,48,2,2,rel2,3,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,26,27,3,6,0.0,0,0,0,0,0,"[3, 4]",0
32,32,3,2,1,rel2,3,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,30,29,1,2,3.0,0,0,0,0,0,"[3, 4]",0
33,33,16,2,2,rel2,3,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,30,29,1,2,3.0,0,0,0,0,0,"[3, 4]",0
34,34,54,2,2,rel2,3,2,irr,rel,irr,low4,3,2,0,5,0,-15,0,5,26,24,3,5,3.0,-15,5,0,1,0,"[3, 4]",0
35,35,53,2,1,rel2,3,2,rel,irr,low4,irr,2,5,-15,0,-15,0,5,0,24,29,5,2,-14.0,-15,5,0,1,0,"[3, 4]",0
36,36,8,2,2,rel2,3,2,irr,rel,irr,low4,3,2,0,5,0,-15,0,5,26,24,3,5,4.0,-15,5,1,1,1,"[3, 4]",0
37,37,52,2,2,rel2,3,2,irr,rel,irr,high1,4,1,0,-20,0,40,0,-20,30,23,1,4,-20.0,40,-20,1,1,1,"[3, 4]",0
38,38,39,2,1,rel2,3,2,irr,rel,irr,low4,5,2,0,-15,0,-15,0,5,29,24,2,5,-15.0,-15,5,0,1,1,"[3, 4]",0
39,39,11,2,1,rel2,3,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,27,30,6,1,-1.0,0,0,1,0,0,"[3, 4]",1
40,40,26,2,2,rel2,3,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,29,27,2,6,-2.0,0,0,1,0,0,"[3, 4]",0
41,41,33,2,1,rel2,3,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,29,30,2,1,0.0,0,0,0,0,0,"[3, 4]",0
42,42,56,2,2,rel2,3,2,rel,rel,low4,high1,2,1,5,-20,-15,40,5,-20,24,23,5,4,-16.0,25,-15,0,1,0,"[3, 4]",0
43,43,20,2,2,rel2,3,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,27,29,6,2,-1.0,0,0,0,0,0,"[3, 4]",0
44,44,31,2,1,rel2,3,2,rel,irr,high1,irr,1,5,40,0,40,0,-20,0,23,29,4,2,40.0,40,-20,1,1,1,"[3, 4]",0
45,45,12,2,2,rel2,3,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,27,26,6,3,1.0,0,0,1,0,0,"[3, 4]",0
46,46,55,2,1,rel2,3,2,irr,rel,irr,high1,3,1,0,40,0,40,0,-20,26,23,3,4,39.0,40,-20,0,1,0,"[3, 4]",0
47,47,59,2,1,rel2,3,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,26,29,3,2,3.0,0,0,0,0,0,"[3, 4]",0
48,48,21,2,1,rel2,3,2,irr,rel,irr,high1,5,1,0,40,0,40,0,-20,29,23,2,4,37.0,40,-20,1,1,1,"[3, 4]",0
49,49,15,2,1,rel2,3,2,rel,irr,low4,irr,2,3,-15,0,-15,0,5,0,24,26,5,3,-15.0,-15,5,0,1,1,"[3, 4]",0
50,50,24,2,2,rel2,3,2,irr,rel,irr,low4,5,2,0,5,0,-15,0,5,29,24,2,5,3.0,-15,5,1,1,1,"[3, 4]",0
51,51,49,2,1,rel2,3,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,29,26,2,3,5.0,0,0,1,0,0,"[3, 4]",0
52,52,47,2,1,rel2,3,2,irr,rel,irr,high1,5,1,0,40,0,40,0,-20,29,23,2,4,39.0,40,-20,1,1,1,"[3, 4]",0
53,53,6,2,2,rel2,3,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,27,30,6,1,3.0,0,0,0,0,0,"[3, 4]",0
54,54,13,2,1,rel2,3,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,30,27,1,6,3.0,0,0,1,0,0,"[3, 4]",0
55,55,10,2,2,rel2,3,2,rel,irr,high1,irr,1,5,-20,0,40,0,-20,0,23,29,4,2,-18.0,40,-20,1,1,1,"[3, 4]",0
56,56,29,2,1,rel2,3,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,26,29,3,2,0.0,0,0,1,0,0,"[3, 4]",0
57,57,45,2,1,rel2,3,2,irr,rel,irr,high1,3,1,0,40,0,40,0,-20,26,23,3,4,41.0,40,-20,0,1,1,"[3, 4]",0
58,58,46,2,2,rel2,3,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,26,27,3,6,-3.0,0,0,1,0,0,"[3, 4]",0
59,59,17,2,1,rel2,3,2,rel,irr,low4,irr,2,3,-15,0,-15,0,5,0,24,26,5,3,-14.0,-15,5,0,1,1,"[3, 4]",0
