,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
42,42,17,2,1,rel2,4,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,22,29,3,1,1.0,0,0,0,0,0,"[1, 0]"
43,43,11,2,1,rel2,4,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,29,26,1,4,2.0,0,0,1,0,0,"[1, 0]"
44,44,5,2,1,rel2,4,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,29,22,1,3,-4.0,0,0,1,0,0,"[1, 0]"
45,45,41,2,1,rel2,4,2,irr,rel,irr,high4,4,2,0,-20,0,-20,0,40,29,23,1,6,-19.0,-20,40,1,1,1,"[1, 0]"
46,46,47,2,1,rel2,4,2,rel,irr,high4,irr,2,5,-20,0,-20,0,40,0,23,30,6,2,-21.0,-20,40,0,1,1,"[1, 0]"
47,47,8,2,2,rel2,4,2,irr,rel,irr,high1,5,1,0,-20,0,40,0,-20,30,24,2,5,-21.0,40,-20,0,1,0,"[1, 0]"
48,48,57,2,1,rel2,4,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,30,29,2,1,1.0,0,0,0,0,0,"[1, 0]"
49,49,18,2,2,rel2,4,2,rel,irr,high1,irr,1,3,-20,0,40,0,-20,0,24,26,5,4,-21.0,40,-20,1,1,0,"[1, 0]"
50,50,52,2,2,rel2,4,2,rel,irr,high1,irr,1,6,-20,0,40,0,-20,0,24,22,5,3,-16.0,40,-20,0,1,1,"[1, 0]"
51,51,19,2,1,rel2,4,2,rel,irr,high1,irr,1,4,40,0,40,0,-20,0,24,29,5,1,39.0,40,-20,1,1,1,"[1, 0]"
52,52,1,2,1,rel2,4,2,irr,rel,irr,high4,4,2,0,-20,0,-20,0,40,29,23,1,6,-20.0,-20,40,1,1,0,"[1, 0]"
53,53,6,2,2,rel2,4,2,rel,rel,high1,high4,1,2,-20,40,40,-20,-20,40,24,23,5,6,22.0,20,20,0,1,0,"[1, 0]"
54,54,26,2,2,rel2,4,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,22,29,3,1,1.0,0,0,0,0,0,"[1, 0]"
55,55,10,2,2,rel2,4,2,rel,irr,high1,irr,1,3,-20,0,40,0,-20,0,24,26,5,4,-21.0,40,-20,1,1,1,"[1, 0]"
56,56,42,2,2,rel2,4,2,rel,irr,high4,irr,2,6,40,0,-20,0,40,0,23,22,6,3,42.0,-20,40,1,1,1,"[1, 0]"
57,57,54,2,2,rel2,4,2,irr,rel,irr,high4,5,2,0,40,0,-20,0,40,30,23,2,6,42.0,-20,40,0,1,1,"[1, 0]"
58,58,60,2,2,rel2,4,2,irr,rel,irr,high1,5,1,0,-20,0,40,0,-20,30,24,2,5,-19.0,40,-20,1,1,1,"[1, 0]"
59,59,16,2,2,rel2,4,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,26,29,4,1,3.0,0,0,1,0,0,"[1, 0]"
