,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
11,11,10,2,2,rel2,1,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,22,30,5,6,2.0,0,0,0,0,0,"[1, 0]",0
12,12,49,2,1,rel2,1,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,27,22,3,5,2.0,0,0,0,0,0,"[1, 0]",0
13,13,25,2,1,rel2,1,2,rel,irr,low3,irr,1,3,15,0,15,0,-5,0,26,30,2,6,14.0,15,-5,0,1,1,"[1, 0]",0
14,14,8,2,2,rel2,1,2,rel,rel,high4,low3,2,1,40,-5,-20,15,40,-5,25,26,1,2,37.0,-5,35,0,1,0,"[1, 0]",0
15,15,21,2,1,rel2,1,2,irr,rel,irr,low3,6,1,0,15,0,15,0,-5,27,26,3,2,18.0,15,-5,0,1,0,"[1, 0]",0
16,16,45,2,1,rel2,1,2,irr,rel,irr,high4,4,2,0,-20,0,-20,0,40,23,25,4,1,-21.0,-20,40,0,1,0,"[1, 0]",0
17,17,22,2,2,rel2,1,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,23,30,4,6,1.0,0,0,0,0,0,"[1, 0]",0
18,18,59,2,1,rel2,1,2,rel,irr,low3,irr,1,5,15,0,15,0,-5,0,26,22,2,5,14.0,15,-5,0,1,0,"[1, 0]",0
19,19,37,2,1,rel2,1,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,27,30,3,6,-2.0,0,0,0,0,0,"[1, 0]",1
20,20,18,2,2,rel2,1,2,rel,irr,high4,irr,2,5,40,0,-20,0,40,0,25,22,1,5,43.0,-20,40,0,1,0,"[1, 0]",0
21,21,9,2,1,rel2,1,2,irr,rel,irr,high4,5,2,0,-20,0,-20,0,40,22,25,5,1,-19.0,-20,40,0,1,0,"[1, 0]",0
22,22,48,2,2,rel2,1,2,irr,rel,irr,low3,6,1,0,-5,0,15,0,-5,27,26,3,2,-7.0,15,-5,0,1,0,"[1, 0]",0
23,23,46,2,2,rel2,1,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,23,30,4,6,0.0,0,0,0,0,0,"[1, 0]",0
24,24,12,2,2,rel2,1,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,30,22,6,5,5.0,0,0,0,0,0,"[1, 0]",0
25,25,14,2,2,rel2,1,2,rel,irr,low3,irr,1,6,-5,0,15,0,-5,0,26,27,2,3,-3.0,15,-5,1,1,1,"[1, 0]",0
26,26,40,2,2,rel2,1,2,rel,rel,high4,low3,2,1,40,-5,-20,15,40,-5,25,26,1,2,34.0,-5,35,0,1,1,"[1, 0]",0
27,27,11,2,1,rel2,1,2,irr,rel,irr,high4,3,2,0,-20,0,-20,0,40,30,25,6,1,-16.0,-20,40,0,1,0,"[1, 0]",0
28,28,1,2,1,rel2,1,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,27,30,3,6,0.0,0,0,0,0,0,"[1, 0]",0
29,29,35,2,1,rel2,1,2,rel,irr,high4,irr,2,4,-20,0,-20,0,40,0,25,23,1,4,-22.0,-20,40,0,1,0,"[1, 0]",0
30,30,27,2,1,rel2,1,2,rel,irr,low3,irr,1,4,15,0,15,0,-5,0,26,23,2,4,15.0,15,-5,0,1,0,"[1, 0]",0
31,31,50,2,2,rel2,1,2,irr,rel,irr,low3,3,1,0,-5,0,15,0,-5,30,26,6,2,-9.0,15,-5,0,1,0,"[1, 0]",0
32,32,13,2,1,rel2,1,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,22,23,5,4,0.0,0,0,0,0,0,"[1, 0]",0
33,33,51,2,1,rel2,1,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,27,22,3,5,0.0,0,0,0,0,0,"[1, 0]",0
34,34,36,2,2,rel2,1,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,22,27,5,3,-1.0,0,0,0,0,0,"[1, 0]",0
35,35,56,2,2,rel2,1,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,23,30,4,6,3.0,0,0,0,0,0,"[1, 0]",0
36,36,17,2,1,rel2,1,2,irr,rel,irr,low3,5,1,0,15,0,15,0,-5,22,26,5,2,18.0,15,-5,1,1,1,"[1, 0]",0
37,37,6,2,2,rel2,1,2,irr,rel,irr,high4,3,2,0,40,0,-20,0,40,30,25,6,1,42.0,-20,40,1,1,0,"[1, 0]",0
38,38,28,2,2,rel2,1,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,23,22,4,5,1.0,0,0,0,0,0,"[1, 0]",0
39,39,33,2,1,rel2,1,2,irr,rel,irr,high4,6,2,0,-20,0,-20,0,40,27,25,3,1,-21.0,-20,40,1,1,1,"[1, 0]",1
40,40,43,2,1,rel2,1,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,30,27,6,3,2.0,0,0,1,0,0,"[1, 0]",0
41,41,24,2,2,rel2,1,2,irr,rel,irr,high4,3,2,0,40,0,-20,0,40,30,25,6,1,41.0,-20,40,1,1,0,"[1, 0]",0
42,42,60,2,2,rel2,1,2,rel,rel,low3,high4,1,2,-5,40,15,-20,-5,40,26,25,2,1,35.0,-5,35,1,1,1,"[1, 0]",0
43,43,7,2,1,rel2,1,2,irr,rel,irr,low3,6,1,0,15,0,15,0,-5,27,26,3,2,17.0,15,-5,1,1,0,"[1, 0]",0
44,44,32,2,2,rel2,1,2,irr,rel,irr,low3,5,1,0,-5,0,15,0,-5,22,26,5,2,-5.0,15,-5,0,1,0,"[1, 0]",0
45,45,3,2,1,rel2,1,2,irr,rel,irr,low3,3,1,0,15,0,15,0,-5,30,26,6,2,14.0,15,-5,0,1,0,"[1, 0]",0
46,46,31,2,1,rel2,1,2,rel,irr,high4,irr,2,5,-20,0,-20,0,40,0,25,22,1,5,-19.0,-20,40,1,1,1,"[1, 0]",0
47,47,39,2,1,rel2,1,2,irr,rel,irr,high4,4,2,0,-20,0,-20,0,40,23,25,4,1,-20.0,-20,40,0,1,0,"[1, 0]",0
48,48,54,2,2,rel2,1,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,23,30,4,6,0.0,0,0,0,0,0,"[1, 0]",0
49,49,55,2,1,rel2,1,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,23,22,4,5,4.0,0,0,1,0,0,"[1, 0]",0
50,50,5,2,1,rel2,1,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,30,23,6,4,1.0,0,0,0,0,0,"[1, 0]",0
51,51,52,2,2,rel2,1,2,irr,rel,irr,low3,3,1,0,-5,0,15,0,-5,30,26,6,2,-5.0,15,-5,0,1,1,"[1, 0]",0
52,52,26,2,2,rel2,1,2,irr,rel,irr,high4,6,2,0,40,0,-20,0,40,27,25,3,1,36.0,-20,40,1,1,1,"[1, 0]",0
53,53,2,2,2,rel2,1,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,27,22,3,5,3.0,0,0,0,0,0,"[1, 0]",0
54,54,15,2,1,rel2,1,2,irr,rel,irr,low3,5,1,0,15,0,15,0,-5,22,26,5,2,15.0,15,-5,0,1,1,"[1, 0]",0
55,55,38,2,2,rel2,1,2,irr,rel,irr,high4,3,2,0,40,0,-20,0,40,30,25,6,1,38.0,-20,40,1,1,0,"[1, 0]",0
56,56,42,2,2,rel2,1,2,rel,irr,low3,irr,1,3,-5,0,15,0,-5,0,26,30,2,6,-3.0,15,-5,0,1,1,"[1, 0]",0
57,57,53,2,1,rel2,1,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,23,22,4,5,0.0,0,0,1,0,0,"[1, 0]",0
58,58,44,2,2,rel2,1,2,irr,rel,irr,high4,3,2,0,40,0,-20,0,40,30,25,6,1,37.0,-20,40,1,1,1,"[1, 0]",0
59,59,30,2,2,rel2,1,2,rel,irr,high4,irr,2,5,40,0,-20,0,40,0,25,22,1,5,41.0,-20,40,1,1,1,"[1, 0]",0
