,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
17,17,27,2,1,rel2,2,2,rel,irr,low3,irr,1,6,15,0,15,0,-5,0,28,26,3,2,13.0,15,-5,0,1,0,"[2, 4]"
18,18,56,2,2,rel2,2,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,24,26,1,2,2.0,0,0,0,0,0,"[2, 4]"
19,19,25,2,1,rel2,2,2,irr,rel,irr,high2,4,2,0,-40,0,-40,0,20,30,29,4,5,-41.0,-40,20,0,1,0,"[2, 4]"
20,20,59,2,1,rel2,2,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,26,30,2,4,-2.0,0,0,0,0,0,"[2, 4]"
21,21,9,2,1,rel2,2,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,26,30,2,4,2.0,0,0,0,0,0,"[2, 4]"
22,22,29,2,1,rel2,2,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,26,30,2,4,3.0,0,0,1,0,0,"[2, 4]"
23,23,30,2,2,rel2,2,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,21,26,6,2,1.0,0,0,0,0,0,"[2, 4]"
24,24,28,2,2,rel2,2,2,irr,rel,irr,high2,6,2,0,20,0,-40,0,20,26,29,2,5,17.0,-40,20,0,1,1,"[2, 4]"
25,25,46,2,2,rel2,2,2,rel,rel,low3,high2,1,2,-5,20,15,-40,-5,20,28,29,3,5,13.0,-25,15,0,1,0,"[2, 4]"
26,26,12,2,2,rel2,2,2,irr,rel,irr,low3,3,1,0,-5,0,15,0,-5,21,28,6,3,-6.0,15,-5,0,1,0,"[2, 4]"
27,27,37,2,1,rel2,2,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,21,26,6,2,1.0,0,0,0,0,0,"[2, 4]"
28,28,17,2,1,rel2,2,2,irr,rel,irr,high2,3,2,0,-40,0,-40,0,20,21,29,6,5,-41.0,-40,20,1,1,0,"[2, 4]"
29,29,51,2,1,rel2,2,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,21,30,6,4,1.0,0,0,1,0,0,"[2, 4]"
30,30,20,2,2,rel2,2,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,24,30,1,4,1.0,0,0,0,0,0,"[2, 4]"
31,31,55,2,1,rel2,2,2,irr,rel,irr,high2,6,2,0,-40,0,-40,0,20,26,29,2,5,-40.0,-40,20,0,1,1,"[2, 4]"
32,32,23,2,1,rel2,2,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,26,30,2,4,-1.0,0,0,1,0,0,"[2, 4]"
33,33,1,2,1,rel2,2,2,irr,rel,irr,low3,6,1,0,15,0,15,0,-5,26,28,2,3,15.0,15,-5,0,1,1,"[2, 4]"
34,34,48,2,2,rel2,2,2,irr,rel,irr,high2,6,2,0,20,0,-40,0,20,26,29,2,5,20.0,-40,20,0,1,1,"[2, 4]"
35,35,43,2,1,rel2,2,2,irr,rel,irr,high2,5,2,0,-40,0,-40,0,20,24,29,1,5,-42.0,-40,20,0,1,0,"[2, 4]"
36,36,10,2,2,rel2,2,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,26,21,2,6,-1.0,0,0,1,0,0,"[2, 4]"
37,37,40,2,2,rel2,2,2,rel,irr,high2,irr,2,4,20,0,-40,0,20,0,29,30,5,4,25.0,-40,20,1,1,0,"[2, 4]"
38,38,54,2,2,rel2,2,2,irr,irr,irr,irr,3,6,0,0,0,0,0,0,21,26,6,2,2.0,0,0,1,0,0,"[2, 4]"
39,39,53,2,1,rel2,2,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,26,30,2,4,0.0,0,0,0,0,0,"[2, 4]"
40,40,57,2,1,rel2,2,2,rel,irr,low3,irr,1,5,15,0,15,0,-5,0,28,24,3,1,11.0,15,-5,0,1,0,"[2, 4]"
41,41,8,2,2,rel2,2,2,irr,rel,irr,high2,5,2,0,20,0,-40,0,20,24,29,1,5,20.0,-40,20,0,1,1,"[2, 4]"
42,42,47,2,1,rel2,2,2,irr,rel,irr,high2,3,2,0,-40,0,-40,0,20,21,29,6,5,-42.0,-40,20,1,1,0,"[2, 4]"
43,43,21,2,1,rel2,2,2,rel,irr,high2,irr,2,4,-40,0,-40,0,20,0,29,30,5,4,-43.0,-40,20,1,1,1,"[2, 4]"
44,44,39,2,1,rel2,2,2,rel,irr,low3,irr,1,5,15,0,15,0,-5,0,28,24,3,1,12.0,15,-5,1,1,0,"[2, 4]"
45,45,31,2,1,rel2,2,2,rel,rel,high2,low3,2,1,-40,15,-40,15,20,-5,29,28,5,3,-22.0,-25,15,1,1,0,"[2, 4]"
46,46,18,2,2,rel2,2,2,irr,rel,irr,low3,6,1,0,-5,0,15,0,-5,26,28,2,3,-4.0,15,-5,1,1,1,"[2, 4]"
47,47,11,2,1,rel2,2,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,30,24,4,1,2.0,0,0,1,0,0,"[2, 4]"
48,48,35,2,1,rel2,2,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,30,24,4,1,-2.0,0,0,0,0,0,"[2, 4]"
49,49,2,2,2,rel2,2,2,rel,irr,low3,irr,1,5,-5,0,15,0,-5,0,28,24,3,1,-7.0,15,-5,1,1,1,"[2, 4]"
50,50,58,2,2,rel2,2,2,irr,rel,irr,high2,5,2,0,20,0,-40,0,20,24,29,1,5,25.0,-40,20,1,1,1,"[2, 4]"
51,51,32,2,2,rel2,2,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,26,21,2,6,-1.0,0,0,1,0,0,"[2, 4]"
52,52,44,2,2,rel2,2,2,irr,rel,irr,high2,4,2,0,20,0,-40,0,20,30,29,4,5,18.0,-40,20,1,1,1,"[2, 4]"
53,53,42,2,2,rel2,2,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,24,30,1,4,2.0,0,0,1,0,0,"[2, 4]"
54,54,5,2,1,rel2,2,2,rel,rel,high2,low3,2,1,-40,15,-40,15,20,-5,29,28,5,3,-23.0,-25,15,1,1,0,"[2, 4]"
55,55,15,2,1,rel2,2,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,24,21,1,6,-1.0,0,0,1,0,0,"[2, 4]"
56,56,6,2,2,rel2,2,2,rel,irr,low3,irr,1,6,-5,0,15,0,-5,0,28,26,3,2,-6.0,15,-5,1,1,1,"[2, 4]"
57,57,50,2,2,rel2,2,2,rel,irr,high2,irr,2,3,20,0,-40,0,20,0,29,21,5,6,23.0,-40,20,1,1,1,"[2, 4]"
58,58,14,2,2,rel2,2,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,21,30,6,4,1.0,0,0,1,0,0,"[2, 4]"
59,59,26,2,2,rel2,2,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,24,21,1,6,2.0,0,0,0,0,0,"[2, 4]"
