,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
27,27,4,3,2,rel3,2,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,40,34,1,3,-16.0,25,-15,0,1,0,"[2, 3, 1]"
28,28,13,3,1,rel3,2,2,rel,irr,mid1,irr,1,5,25,0,25,0,-15,0,34,31,3,6,24.0,25,-15,0,1,0,"[2, 3, 1]"
29,29,54,3,2,rel3,2,2,rel,irr,mid4,irr,2,5,25,0,-15,0,25,0,36,31,2,6,27.0,-15,25,1,1,1,"[2, 3, 1]"
30,30,14,3,2,rel3,2,2,irr,rel,irr,mid4,6,2,0,25,0,-15,0,25,40,36,1,2,30.0,-15,25,0,1,0,"[2, 3, 1]"
31,31,7,3,1,rel3,2,2,rel,rel,mid4,high2,2,3,-15,-40,-15,-40,25,20,36,38,2,4,-54.0,-55,45,0,1,0,"[2, 3, 1]"
32,32,49,3,1,rel3,2,2,irr,rel,irr,mid4,4,2,0,-15,0,-15,0,25,37,36,5,2,-13.0,-15,25,0,1,1,"[2, 3, 1]"
33,33,34,3,2,rel3,2,2,rel,rel,mid1,mid4,1,2,-15,25,25,-15,-15,25,34,36,3,2,9.0,10,10,0,1,0,"[2, 3, 1]"
34,34,8,3,2,rel3,2,2,rel,irr,mid1,irr,1,4,-15,0,25,0,-15,0,34,37,3,5,-13.0,25,-15,1,1,1,"[2, 3, 1]"
35,35,59,3,1,rel3,2,2,irr,rel,irr,mid1,4,1,0,25,0,25,0,-15,37,34,5,3,25.0,25,-15,0,1,0,"[2, 3, 1]"
36,36,12,3,2,rel3,2,2,rel,irr,high2,irr,3,5,20,0,-40,0,20,0,38,31,4,6,18.0,-40,20,1,1,1,"[2, 3, 1]"
37,37,45,3,1,rel3,2,2,irr,rel,irr,mid1,4,1,0,25,0,25,0,-15,37,34,5,3,25.0,25,-15,1,1,0,"[2, 3, 1]"
38,38,17,3,1,rel3,2,2,rel,rel,mid1,mid4,1,2,25,-15,25,-15,-15,25,34,36,3,2,13.0,10,10,1,1,0,"[2, 3, 1]"
39,39,26,3,2,rel3,2,2,rel,irr,mid1,irr,1,4,-15,0,25,0,-15,0,34,37,3,5,-13.0,25,-15,1,1,1,"[2, 3, 1]"
40,40,30,3,2,rel3,2,2,rel,rel,mid4,mid1,2,1,25,-15,-15,25,25,-15,36,34,2,3,7.0,10,10,0,1,0,"[2, 3, 1]"
41,41,40,3,2,rel3,2,2,irr,rel,irr,mid1,4,1,0,-15,0,25,0,-15,37,34,5,3,-15.0,25,-15,1,1,0,"[2, 3, 1]"
42,42,10,3,2,rel3,2,2,irr,rel,irr,mid4,4,2,0,25,0,-15,0,25,37,36,5,2,24.0,-15,25,0,1,0,"[2, 3, 1]"
43,43,35,3,1,rel3,2,2,rel,irr,mid4,irr,2,6,-15,0,-15,0,25,0,36,40,2,1,-14.0,-15,25,1,1,0,"[2, 3, 1]"
44,44,6,3,2,rel3,2,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,40,31,1,6,4.0,0,0,0,0,0,"[2, 3, 1]"
45,45,27,3,1,rel3,2,2,rel,rel,mid1,high2,1,3,25,-40,25,-40,-15,20,34,38,3,4,-10.0,-15,5,1,1,1,"[2, 3, 1]"
46,46,41,3,1,rel3,2,2,irr,rel,irr,mid1,4,1,0,25,0,25,0,-15,37,34,5,3,24.0,25,-15,1,1,1,"[2, 3, 1]"
47,47,28,3,2,rel3,2,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,34,40,3,1,-12.0,25,-15,1,1,1,"[2, 3, 1]"
48,48,16,3,2,rel3,2,2,rel,irr,high2,irr,3,6,20,0,-40,0,20,0,38,40,4,1,20.0,-40,20,1,1,1,"[2, 3, 1]"
49,49,36,3,2,rel3,2,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,40,31,1,6,-2.0,0,0,1,0,0,"[2, 3, 1]"
50,50,31,3,1,rel3,2,2,rel,irr,mid4,irr,2,5,-15,0,-15,0,25,0,36,31,2,6,-18.0,-15,25,0,1,1,"[2, 3, 1]"
51,51,43,3,1,rel3,2,2,rel,rel,mid1,mid4,1,2,25,-15,25,-15,-15,25,34,36,3,2,11.0,10,10,1,1,0,"[2, 3, 1]"
52,52,23,3,1,rel3,2,2,rel,rel,high2,mid1,3,1,-40,25,-40,25,20,-15,38,34,4,3,-16.0,-15,5,0,1,1,"[2, 3, 1]"
53,53,39,3,1,rel3,2,2,irr,rel,irr,mid4,4,2,0,-15,0,-15,0,25,37,36,5,2,-18.0,-15,25,1,1,1,"[2, 3, 1]"
54,54,11,3,1,rel3,2,2,rel,rel,mid1,mid4,1,2,25,-15,25,-15,-15,25,34,36,3,2,7.0,10,10,1,1,1,"[2, 3, 1]"
55,55,18,3,2,rel3,2,2,rel,irr,mid4,irr,2,5,25,0,-15,0,25,0,36,31,2,6,23.0,-15,25,1,1,1,"[2, 3, 1]"
56,56,19,3,1,rel3,2,2,rel,rel,mid4,mid1,2,1,-15,25,-15,25,25,-15,36,34,2,3,10.0,10,10,0,1,0,"[2, 3, 1]"
57,57,47,3,1,rel3,2,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,37,40,5,1,2.0,0,0,1,0,0,"[2, 3, 1]"
58,58,15,3,1,rel3,2,2,rel,rel,high2,mid1,3,1,-40,25,-40,25,20,-15,38,34,4,3,-12.0,-15,5,1,1,0,"[2, 3, 1]"
59,59,51,3,1,rel3,2,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,37,31,5,6,0.0,0,0,1,0,0,"[2, 3, 1]"
