,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
38,38,1,2,1,rel2,5,2,irr,rel,irr,mid1,5,1,0,25,0,25,0,-15,24,21,3,6,21.0,25,-15,0,1,1,"[5, 0]"
39,39,32,2,2,rel2,5,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,27,21,5,6,-19.0,25,-15,0,1,0,"[5, 0]"
40,40,31,2,1,rel2,5,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,27,26,5,4,-2.0,0,0,1,0,0,"[5, 0]"
41,41,4,2,2,rel2,5,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,27,26,5,4,-1.0,0,0,1,0,0,"[5, 0]"
42,42,5,2,1,rel2,5,2,rel,rel,mid2,mid1,2,1,-25,25,-25,25,15,-15,30,21,1,6,-1.0,0,0,1,1,1,"[5, 0]"
43,43,38,2,2,rel2,5,2,rel,rel,mid1,mid2,1,2,-15,15,25,-25,-15,15,21,30,6,1,1.0,0,0,1,1,0,"[5, 0]"
44,44,37,2,1,rel2,5,2,irr,rel,irr,mid2,4,2,0,-25,0,-25,0,15,28,30,2,1,-30.0,-25,15,1,1,0,"[5, 0]"
45,45,58,2,2,rel2,5,2,rel,irr,mid1,irr,1,4,-15,0,25,0,-15,0,21,28,6,2,-16.0,25,-15,0,1,1,"[5, 0]"
46,46,23,2,1,rel2,5,2,irr,rel,irr,mid1,5,1,0,25,0,25,0,-15,24,21,3,6,24.0,25,-15,0,1,1,"[5, 0]"
47,47,40,2,2,rel2,5,2,rel,irr,mid1,irr,1,5,-15,0,25,0,-15,0,21,24,6,3,-18.0,25,-15,0,1,1,"[5, 0]"
48,48,26,2,2,rel2,5,2,rel,rel,mid1,mid2,1,2,-15,15,25,-25,-15,15,21,30,6,1,-1.0,0,0,1,1,1,"[5, 0]"
49,49,55,2,1,rel2,5,2,rel,irr,mid2,irr,2,6,-25,0,-25,0,15,0,30,27,1,5,-22.0,-25,15,0,1,0,"[5, 0]"
50,50,35,2,1,rel2,5,2,rel,irr,mid1,irr,1,6,25,0,25,0,-15,0,21,27,6,5,21.0,25,-15,1,1,0,"[5, 0]"
51,51,12,2,2,rel2,5,2,irr,rel,irr,mid2,4,2,0,15,0,-25,0,15,28,30,2,1,13.0,-25,15,1,1,0,"[5, 0]"
52,52,29,2,1,rel2,5,2,irr,rel,irr,mid1,4,1,0,25,0,25,0,-15,28,21,2,6,24.0,25,-15,1,1,1,"[5, 0]"
53,53,54,2,2,rel2,5,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,27,28,5,2,-1.0,0,0,1,0,0,"[5, 0]"
54,54,28,2,2,rel2,5,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,27,21,5,6,-19.0,25,-15,1,1,1,"[5, 0]"
55,55,2,2,2,rel2,5,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,27,21,5,6,-14.0,25,-15,0,1,0,"[5, 0]"
56,56,13,2,1,rel2,5,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,24,28,3,2,0.0,0,0,1,0,0,"[5, 0]"
57,57,7,2,1,rel2,5,2,irr,rel,irr,mid1,6,1,0,25,0,25,0,-15,27,21,5,6,30.0,25,-15,0,1,1,"[5, 0]"
58,58,53,2,1,rel2,5,2,rel,irr,mid1,irr,1,4,25,0,25,0,-15,0,21,28,6,2,24.0,25,-15,0,1,1,"[5, 0]"
59,59,41,2,1,rel2,5,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,26,28,4,2,0.0,0,0,0,0,0,"[5, 0]"
