,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
43,43,48,2,2,rel2,2,2,rel,irr,mid4,irr,2,3,25,0,-15,0,25,0,23,27,5,2,23.0,-15,25,0,1,0,"[4, 2]",0
44,44,19,2,1,rel2,2,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,21,29,6,4,2.0,0,0,1,0,0,"[4, 2]",0
45,45,58,2,2,rel2,2,2,irr,rel,irr,mid4,4,2,0,25,0,-15,0,25,22,23,1,5,24.0,-15,25,1,1,1,"[4, 2]",0
46,46,12,2,2,rel2,2,2,rel,rel,mid1,mid4,1,2,-15,25,25,-15,-15,25,25,23,3,5,13.0,10,10,0,1,0,"[4, 2]",0
47,47,35,2,1,rel2,2,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,22,21,1,6,0.0,0,0,0,0,0,"[4, 2]",0
48,48,16,2,2,rel2,2,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,21,22,6,1,3.0,0,0,1,0,0,"[4, 2]",0
49,49,31,2,1,rel2,2,2,irr,rel,irr,mid1,4,1,0,25,0,25,0,-15,22,25,1,3,22.0,25,-15,0,1,1,"[4, 2]",0
50,50,56,2,2,rel2,2,2,irr,rel,irr,mid4,5,2,0,25,0,-15,0,25,29,23,4,5,28.0,-15,25,0,1,0,"[4, 2]",0
51,51,28,2,2,rel2,2,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,27,29,2,4,0.0,0,0,1,0,0,"[4, 2]",0
52,52,2,2,2,rel2,2,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,22,27,1,2,0.0,0,0,1,0,0,"[4, 2]",0
53,53,5,2,1,rel2,2,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,29,21,4,6,-1.0,0,0,1,0,0,"[4, 2]",0
54,54,26,2,2,rel2,2,2,irr,rel,irr,mid4,4,2,0,25,0,-15,0,25,22,23,1,5,25.0,-15,25,0,1,1,"[4, 2]",0
55,55,24,2,2,rel2,2,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,29,21,4,6,-1.0,0,0,1,0,0,"[4, 2]",0
56,56,32,2,2,rel2,2,2,irr,rel,irr,mid4,3,2,0,25,0,-15,0,25,27,23,2,5,25.0,-15,25,1,1,1,"[4, 2]",0
57,57,30,2,2,rel2,2,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,29,22,4,1,0.0,0,0,1,0,0,"[4, 2]",0
58,58,44,2,2,rel2,2,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,25,21,3,6,-15.0,25,-15,1,1,0,"[4, 2]",0
59,59,13,2,1,rel2,2,2,irr,rel,irr,mid1,4,1,0,25,0,25,0,-15,22,25,1,3,30.0,25,-15,0,1,0,"[4, 2]",0
