,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
16,16,27,3,1,rel3,3,2,rel,irr,mid1,irr,1,4,25,0,25,0,-15,0,38,33,4,5,23.0,25,-15,0,1,0,"[1, 2, 0]"
17,17,32,3,2,rel3,3,2,rel,irr,mid2,irr,3,6,15,0,-25,0,15,0,40,34,6,1,14.0,-25,15,0,1,1,"[1, 2, 0]"
18,18,40,3,2,rel3,3,2,rel,rel,mid2,mid1,3,1,15,-15,-25,25,15,-15,40,38,6,4,3.0,0,0,1,1,1,"[1, 2, 0]"
19,19,7,3,1,rel3,3,2,irr,rel,irr,mid4,6,2,0,-15,0,-15,0,25,34,31,1,2,-12.0,-15,25,1,1,0,"[1, 2, 0]"
20,20,45,3,1,rel3,3,2,irr,rel,irr,mid1,6,1,0,25,0,25,0,-15,34,38,1,4,23.0,25,-15,0,1,0,"[1, 2, 0]"
21,21,48,3,2,rel3,3,2,rel,rel,mid2,mid1,3,1,15,-15,-25,25,15,-15,40,38,6,4,-2.0,0,0,0,1,1,"[1, 2, 0]"
22,22,17,3,1,rel3,3,2,irr,rel,irr,mid2,5,3,0,-25,0,-25,0,15,35,40,3,6,-21.0,-25,15,0,1,1,"[1, 2, 0]"
23,23,22,3,2,rel3,3,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,38,34,4,1,-11.0,25,-15,0,1,0,"[1, 2, 0]"
24,24,13,3,1,rel3,3,2,irr,rel,irr,mid1,6,1,0,25,0,25,0,-15,34,38,1,4,26.0,25,-15,1,1,1,"[1, 2, 0]"
25,25,49,3,1,rel3,3,2,irr,rel,irr,mid4,4,2,0,-15,0,-15,0,25,33,31,5,2,-20.0,-15,25,0,1,0,"[1, 2, 0]"
26,26,12,3,2,rel3,3,2,rel,irr,mid1,irr,1,5,-15,0,25,0,-15,0,38,35,4,3,-15.0,25,-15,1,1,0,"[1, 2, 0]"
27,27,39,3,1,rel3,3,2,rel,irr,mid1,irr,1,4,25,0,25,0,-15,0,38,33,4,5,25.0,25,-15,0,1,0,"[1, 2, 0]"
28,28,54,3,2,rel3,3,2,rel,irr,mid4,irr,2,5,25,0,-15,0,25,0,31,35,2,3,27.0,-15,25,1,1,0,"[1, 2, 0]"
29,29,24,3,2,rel3,3,2,irr,rel,irr,mid2,6,3,0,15,0,-25,0,15,34,40,1,6,12.0,-25,15,0,1,0,"[1, 2, 0]"
30,30,3,3,1,rel3,3,2,irr,rel,irr,mid2,4,3,0,-25,0,-25,0,15,33,40,5,6,-23.0,-25,15,0,1,1,"[1, 2, 0]"
31,31,37,3,1,rel3,3,2,irr,rel,irr,mid1,6,1,0,25,0,25,0,-15,34,38,1,4,27.0,25,-15,0,1,0,"[1, 2, 0]"
32,32,38,3,2,rel3,3,2,irr,rel,irr,mid2,4,3,0,15,0,-25,0,15,33,40,5,6,17.0,-25,15,0,1,0,"[1, 2, 0]"
33,33,1,3,1,rel3,3,2,irr,rel,irr,mid1,4,1,0,25,0,25,0,-15,33,38,5,4,24.0,25,-15,0,1,1,"[1, 2, 0]"
34,34,55,3,1,rel3,3,2,rel,irr,mid1,irr,1,4,25,0,25,0,-15,0,38,33,4,5,25.0,25,-15,0,1,1,"[1, 2, 0]"
35,35,51,3,1,rel3,3,2,rel,irr,mid4,irr,2,6,-15,0,-15,0,25,0,31,34,2,1,-15.0,-15,25,0,1,1,"[1, 2, 0]"
36,36,43,3,1,rel3,3,2,rel,rel,mid4,mid2,2,3,-15,-25,-15,-25,25,15,31,40,2,6,-39.0,-40,40,1,1,1,"[1, 2, 0]"
37,37,41,3,1,rel3,3,2,irr,rel,irr,mid4,5,2,0,-15,0,-15,0,25,35,31,3,2,-15.0,-15,25,0,1,0,"[1, 2, 0]"
38,38,25,3,1,rel3,3,2,rel,irr,mid2,irr,3,5,-25,0,-25,0,15,0,40,35,6,3,-27.0,-25,15,1,1,1,"[1, 2, 0]"
39,39,19,3,1,rel3,3,2,irr,rel,irr,mid4,4,2,0,-15,0,-15,0,25,33,31,5,2,-16.0,-15,25,1,1,0,"[1, 2, 0]"
40,40,57,3,1,rel3,3,2,rel,irr,mid1,irr,1,5,25,0,25,0,-15,0,38,35,4,3,26.0,25,-15,1,1,0,"[1, 2, 0]"
41,41,58,3,2,rel3,3,2,rel,rel,mid2,mid1,3,1,15,-15,-25,25,15,-15,40,38,6,4,2.0,0,0,1,1,0,"[1, 2, 0]"
42,42,26,3,2,rel3,3,2,rel,rel,mid2,mid1,3,1,15,-15,-25,25,15,-15,40,38,6,4,0.0,0,0,1,1,1,"[1, 2, 0]"
43,43,23,3,1,rel3,3,2,rel,irr,mid4,irr,2,5,-15,0,-15,0,25,0,31,35,2,3,-15.0,-15,25,1,1,1,"[1, 2, 0]"
44,44,29,3,1,rel3,3,2,rel,irr,mid1,irr,1,4,25,0,25,0,-15,0,38,33,4,5,26.0,25,-15,1,1,1,"[1, 2, 0]"
45,45,36,3,2,rel3,3,2,rel,irr,mid4,irr,2,5,25,0,-15,0,25,0,31,35,2,3,24.0,-15,25,1,1,0,"[1, 2, 0]"
46,46,59,3,1,rel3,3,2,irr,rel,irr,mid1,4,1,0,25,0,25,0,-15,33,38,5,4,26.0,25,-15,1,1,1,"[1, 2, 0]"
47,47,34,3,2,rel3,3,2,rel,irr,mid2,irr,3,6,15,0,-25,0,15,0,40,34,6,1,18.0,-25,15,1,1,1,"[1, 2, 0]"
48,48,21,3,1,rel3,3,2,rel,rel,mid2,mid4,3,2,-25,-15,-25,-15,15,25,40,31,6,2,-39.0,-40,40,0,1,1,"[1, 2, 0]"
49,49,18,3,2,rel3,3,2,irr,rel,irr,mid4,5,2,0,25,0,-15,0,25,35,31,3,2,27.0,-15,25,0,1,0,"[1, 2, 0]"
50,50,15,3,1,rel3,3,2,rel,irr,mid4,irr,2,4,-15,0,-15,0,25,0,31,33,2,5,-18.0,-15,25,1,1,0,"[1, 2, 0]"
51,51,16,3,2,rel3,3,2,irr,rel,irr,mid4,4,2,0,25,0,-15,0,25,33,31,5,2,21.0,-15,25,1,1,0,"[1, 2, 0]"
52,52,52,3,2,rel3,3,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,33,34,5,1,0.0,0,0,0,0,0,"[1, 2, 0]"
53,53,10,3,2,rel3,3,2,rel,irr,mid1,irr,1,5,-15,0,25,0,-15,0,38,35,4,3,-13.0,25,-15,1,1,0,"[1, 2, 0]"
54,54,56,3,2,rel3,3,2,irr,rel,irr,mid2,5,3,0,15,0,-25,0,15,35,40,3,6,14.0,-25,15,1,1,1,"[1, 2, 0]"
55,55,44,3,2,rel3,3,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,34,38,1,4,-15.0,25,-15,1,1,1,"[1, 2, 0]"
56,56,5,3,1,rel3,3,2,irr,rel,irr,mid4,4,2,0,-15,0,-15,0,25,33,31,5,2,-16.0,-15,25,1,1,1,"[1, 2, 0]"
57,57,11,3,1,rel3,3,2,rel,irr,mid4,irr,2,5,-15,0,-15,0,25,0,31,35,2,3,-16.0,-15,25,1,1,1,"[1, 2, 0]"
58,58,14,3,2,rel3,3,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,35,33,3,5,-1.0,0,0,0,0,0,"[1, 2, 0]"
59,59,9,3,1,rel3,3,2,rel,irr,mid1,irr,1,4,25,0,25,0,-15,0,38,33,4,5,26.0,25,-15,1,1,1,"[1, 2, 0]"
