,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
22,22,15,3,1,rel3,4,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,35,38,2,3,-2.0,0,0,0,0,0,"[5, 3, 4]",0
23,23,32,3,2,rel3,4,2,irr,rel,irr,low4,5,3,0,5,0,-15,0,5,38,32,3,6,2.0,-15,5,0,1,0,"[5, 3, 4]",0
24,24,23,3,1,rel3,4,2,rel,irr,low2,irr,2,6,-5,0,-5,0,15,0,31,35,4,2,-8.0,-5,15,0,1,0,"[5, 3, 4]",0
25,25,34,3,2,rel3,4,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,35,40,2,5,-15.0,25,-15,0,1,0,"[5, 3, 4]",0
26,26,16,3,2,rel3,4,2,rel,irr,low2,irr,2,4,15,0,-5,0,15,0,31,33,4,1,11.0,-5,15,0,1,0,"[5, 3, 4]",0
27,27,28,3,2,rel3,4,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,35,40,2,5,-18.0,25,-15,1,1,0,"[5, 3, 4]",0
28,28,5,3,1,rel3,4,2,rel,irr,low2,irr,2,6,-5,0,-5,0,15,0,31,35,4,2,-4.0,-5,15,0,1,1,"[5, 3, 4]",0
29,29,8,3,2,rel3,4,2,irr,rel,irr,low4,6,3,0,5,0,-15,0,5,35,32,2,6,1.0,-15,5,0,1,0,"[5, 3, 4]",0
30,30,9,3,1,rel3,4,2,rel,rel,mid1,low2,1,2,25,-5,25,-5,-15,15,40,31,5,4,22.0,20,0,0,1,1,"[5, 3, 4]",0
31,31,26,3,2,rel3,4,2,rel,irr,low4,irr,3,4,5,0,-15,0,5,0,32,33,6,1,6.0,-15,5,0,1,1,"[5, 3, 4]",0
32,32,17,3,1,rel3,4,2,irr,rel,irr,mid1,6,1,0,25,0,25,0,-15,35,40,2,5,25.0,25,-15,0,1,1,"[5, 3, 4]",0
33,33,54,3,2,rel3,4,2,irr,rel,irr,mid1,4,1,0,-15,0,25,0,-15,33,40,1,5,-18.0,25,-15,1,1,1,"[5, 3, 4]",0
34,34,20,3,2,rel3,4,2,irr,rel,irr,low4,4,3,0,5,0,-15,0,5,33,32,1,6,3.0,-15,5,0,1,1,"[5, 3, 4]",0
35,35,4,3,2,rel3,4,2,rel,rel,low4,low2,3,2,5,15,-15,-5,5,15,32,31,6,4,22.0,-20,20,0,1,1,"[5, 3, 4]",0
36,36,2,3,2,rel3,4,2,rel,irr,low2,irr,2,4,15,0,-5,0,15,0,31,33,4,1,18.0,-5,15,1,1,0,"[5, 3, 4]",0
37,37,31,3,1,rel3,4,2,irr,rel,irr,mid1,6,1,0,25,0,25,0,-15,35,40,2,5,25.0,25,-15,0,1,0,"[5, 3, 4]",0
38,38,29,3,1,rel3,4,2,rel,irr,mid1,irr,1,4,25,0,25,0,-15,0,40,33,5,1,26.0,25,-15,1,1,1,"[5, 3, 4]",0
39,39,30,3,2,rel3,4,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,40,35,5,2,-16.0,25,-15,1,1,0,"[5, 3, 4]",1
40,40,47,3,1,rel3,4,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,35,33,2,1,2.0,0,0,1,0,0,"[5, 3, 4]",0
41,41,40,3,2,rel3,4,2,irr,rel,irr,low4,6,3,0,5,0,-15,0,5,35,32,2,6,3.0,-15,5,0,1,1,"[5, 3, 4]",0
42,42,37,3,1,rel3,4,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,35,33,2,1,1.0,0,0,1,0,0,"[5, 3, 4]",0
43,43,46,3,2,rel3,4,2,rel,irr,low4,irr,3,4,5,0,-15,0,5,0,32,33,6,1,4.0,-15,5,1,1,0,"[5, 3, 4]",0
44,44,44,3,2,rel3,4,2,irr,rel,irr,mid1,4,1,0,-15,0,25,0,-15,33,40,1,5,-14.0,25,-15,1,1,0,"[5, 3, 4]",0
45,45,12,3,2,rel3,4,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,38,33,3,1,1.0,0,0,1,0,0,"[5, 3, 4]",0
46,46,57,3,1,rel3,4,2,rel,irr,low2,irr,2,6,-5,0,-5,0,15,0,31,35,4,2,-6.0,-5,15,0,1,1,"[5, 3, 4]",0
47,47,35,3,1,rel3,4,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,35,38,2,3,-1.0,0,0,0,0,0,"[5, 3, 4]",0
48,48,45,3,1,rel3,4,2,irr,rel,irr,low2,4,2,0,-5,0,-5,0,15,33,31,1,4,1.0,-5,15,1,1,0,"[5, 3, 4]",0
49,49,22,3,2,rel3,4,2,rel,irr,low2,irr,2,4,15,0,-5,0,15,0,31,33,4,1,16.0,-5,15,1,1,0,"[5, 3, 4]",0
50,50,7,3,1,rel3,4,2,rel,rel,mid1,low4,1,3,25,-15,25,-15,-15,5,40,32,5,6,12.0,10,-10,1,1,0,"[5, 3, 4]",0
51,51,21,3,1,rel3,4,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,35,38,2,3,-1.0,0,0,1,0,0,"[5, 3, 4]",0
52,52,55,3,1,rel3,4,2,irr,rel,irr,low4,6,3,0,-15,0,-15,0,5,35,32,2,6,-14.0,-15,5,1,1,1,"[5, 3, 4]",0
53,53,27,3,1,rel3,4,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,33,38,1,3,-2.0,0,0,1,0,0,"[5, 3, 4]",0
54,54,33,3,1,rel3,4,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,38,35,3,2,1.0,0,0,1,0,0,"[5, 3, 4]",0
55,55,51,3,1,rel3,4,2,rel,irr,mid1,irr,1,4,25,0,25,0,-15,0,40,33,5,1,23.0,25,-15,1,1,0,"[5, 3, 4]",0
56,56,56,3,2,rel3,4,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,35,33,2,1,0.0,0,0,1,0,0,"[5, 3, 4]",0
57,57,14,3,2,rel3,4,2,irr,rel,irr,low2,4,2,0,15,0,-5,0,15,33,31,1,4,12.0,-5,15,1,1,1,"[5, 3, 4]",0
58,58,58,3,2,rel3,4,2,rel,rel,mid1,low4,1,3,-15,5,25,-15,-15,5,40,32,5,6,-11.0,10,-10,0,1,1,"[5, 3, 4]",0
59,59,25,3,1,rel3,4,2,irr,rel,irr,low4,5,3,0,-15,0,-15,0,5,38,32,3,6,-14.0,-15,5,1,1,1,"[5, 3, 4]",0
