,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
47,47,50,3,2,rel3,1,2,irr,rel,irr,mid1,6,2,0,-15,0,25,0,-15,35,33,6,3,-11.0,25,-15,1,1,1,"[1, 2, 3]",0
48,48,5,3,1,rel3,1,2,rel,irr,mid1,irr,2,5,25,0,25,0,-15,0,33,36,3,1,27.0,25,-15,0,1,0,"[1, 2, 3]",0
49,49,9,3,1,rel3,1,2,rel,rel,high2,high1,3,1,-40,40,-40,40,20,-20,40,31,4,2,1.0,0,0,1,1,0,"[1, 2, 3]",0
50,50,48,3,2,rel3,1,2,irr,rel,irr,mid1,5,2,0,-15,0,25,0,-15,36,33,1,3,-15.0,25,-15,1,1,1,"[1, 2, 3]",0
51,51,30,3,2,rel3,1,2,irr,rel,irr,high2,5,3,0,20,0,-40,0,20,36,40,1,4,17.0,-40,20,1,1,1,"[1, 2, 3]",0
52,52,15,3,1,rel3,1,2,irr,rel,irr,mid1,5,2,0,25,0,25,0,-15,36,33,1,3,25.0,25,-15,1,1,0,"[1, 2, 3]",0
53,53,46,3,2,rel3,1,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,36,32,1,5,2.0,0,0,1,0,0,"[1, 2, 3]",0
54,54,40,3,2,rel3,1,2,rel,rel,high1,mid1,1,2,-20,-15,40,25,-20,-15,31,33,2,3,-34.0,65,-35,1,1,1,"[1, 2, 3]",0
55,55,44,3,2,rel3,1,2,irr,rel,irr,high2,6,3,0,20,0,-40,0,20,35,40,6,4,19.0,-40,20,1,1,0,"[1, 2, 3]",0
56,56,4,3,2,rel3,1,2,rel,irr,high2,irr,3,5,20,0,-40,0,20,0,40,36,4,1,21.0,-40,20,0,1,0,"[1, 2, 3]",0
57,57,13,3,1,rel3,1,2,rel,rel,high1,high2,1,3,40,-40,40,-40,-20,20,31,40,2,4,-2.0,0,0,0,1,1,"[1, 2, 3]",0
58,58,47,3,1,rel3,1,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,32,36,5,1,1.0,0,0,1,0,0,"[1, 2, 3]",0
59,59,8,3,2,rel3,1,2,irr,rel,irr,high1,5,1,0,-20,0,40,0,-20,36,31,1,2,-18.0,40,-20,1,1,1,"[1, 2, 3]",0
