,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
31,31,7,3,1,rel3,1,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,33,32,3,4,3.0,0,0,0,0,0,"[4, 0, 1]"
32,32,60,3,2,rel3,1,2,rel,rel,high3,high2,1,3,-40,20,20,-40,-40,20,38,37,2,5,-22.0,-20,-20,1,1,0,"[4, 0, 1]"
33,33,20,3,2,rel3,1,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,35,32,6,4,2.0,0,0,0,0,0,"[4, 0, 1]"
34,34,37,3,1,rel3,1,2,irr,rel,irr,high2,6,3,0,-40,0,-40,0,20,33,37,3,5,-41.0,-40,20,1,1,1,"[4, 0, 1]"
35,35,34,3,2,rel3,1,2,rel,irr,high2,irr,3,4,20,0,-40,0,20,0,37,32,5,4,20.0,-40,20,0,1,1,"[4, 0, 1]"
36,36,43,3,1,rel3,1,2,irr,rel,irr,high3,6,1,0,20,0,20,0,-40,33,38,3,2,21.0,20,-40,0,1,1,"[4, 0, 1]"
37,37,59,3,1,rel3,1,2,irr,rel,irr,mid4,4,2,0,-15,0,-15,0,25,32,34,4,1,-17.0,-15,25,1,1,1,"[4, 0, 1]"
38,38,13,3,1,rel3,1,2,rel,rel,mid4,high3,2,1,-15,20,-15,20,25,-40,34,38,1,2,5.0,5,-15,1,1,1,"[4, 0, 1]"
39,39,32,3,2,rel3,1,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,33,35,3,6,-1.0,0,0,1,0,0,"[4, 0, 1]"
40,40,40,3,2,rel3,1,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,35,33,6,3,-3.0,0,0,1,0,0,"[4, 0, 1]"
41,41,28,3,2,rel3,1,2,rel,irr,high3,irr,1,5,-40,0,20,0,-40,0,38,35,2,6,-41.0,20,-40,0,1,0,"[4, 0, 1]"
42,42,39,3,1,rel3,1,2,irr,rel,irr,high2,4,3,0,-40,0,-40,0,20,32,37,4,5,-40.0,-40,20,1,1,0,"[4, 0, 1]"
43,43,30,3,2,rel3,1,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,35,32,6,4,1.0,0,0,0,0,0,"[4, 0, 1]"
44,44,53,3,1,rel3,1,2,irr,rel,irr,high3,4,1,0,20,0,20,0,-40,32,38,4,2,17.0,20,-40,0,1,1,"[4, 0, 1]"
45,45,55,3,1,rel3,1,2,rel,irr,high2,irr,3,6,-40,0,-40,0,20,0,37,33,5,3,-38.0,-40,20,1,1,0,"[4, 0, 1]"
46,46,54,3,2,rel3,1,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,33,32,3,4,2.0,0,0,1,0,0,"[4, 0, 1]"
47,47,5,3,1,rel3,1,2,rel,rel,mid4,high2,2,3,-15,-40,-15,-40,25,20,34,37,1,5,-57.0,-55,45,1,1,1,"[4, 0, 1]"
48,48,29,3,1,rel3,1,2,rel,irr,high3,irr,1,4,20,0,20,0,-40,0,38,32,2,4,17.0,20,-40,0,1,1,"[4, 0, 1]"
49,49,2,3,2,rel3,1,2,rel,irr,high2,irr,3,6,20,0,-40,0,20,0,37,33,5,3,23.0,-40,20,1,1,1,"[4, 0, 1]"
50,50,19,3,1,rel3,1,2,rel,rel,high3,mid4,1,2,20,-15,20,-15,-40,25,38,34,2,1,7.0,5,-15,1,1,0,"[4, 0, 1]"
51,51,22,3,2,rel3,1,2,rel,irr,high3,irr,1,4,-40,0,20,0,-40,0,38,32,2,4,-45.0,20,-40,1,1,1,"[4, 0, 1]"
52,52,12,3,2,rel3,1,2,irr,rel,irr,high2,6,3,0,20,0,-40,0,20,33,37,3,5,16.0,-40,20,1,1,1,"[4, 0, 1]"
53,53,23,3,1,rel3,1,2,irr,rel,irr,high2,5,3,0,-40,0,-40,0,20,35,37,6,5,-41.0,-40,20,1,1,0,"[4, 0, 1]"
54,54,4,3,2,rel3,1,2,rel,rel,high2,high3,3,1,20,-40,-40,20,20,-40,37,38,5,2,-22.0,-20,-20,1,1,0,"[4, 0, 1]"
55,55,14,3,2,rel3,1,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,32,33,4,3,-1.0,0,0,1,0,0,"[4, 0, 1]"
56,56,27,3,1,rel3,1,2,rel,rel,high2,high3,3,1,-40,20,-40,20,20,-40,37,38,5,2,-22.0,-20,-20,1,1,0,"[4, 0, 1]"
57,57,48,3,2,rel3,1,2,irr,rel,irr,high3,6,1,0,-40,0,20,0,-40,33,38,3,2,-39.0,20,-40,1,1,1,"[4, 0, 1]"
58,58,44,3,2,rel3,1,2,rel,irr,high3,irr,1,5,-40,0,20,0,-40,0,38,35,2,6,-39.0,20,-40,1,1,0,"[4, 0, 1]"
59,59,33,3,1,rel3,1,2,rel,irr,high2,irr,3,6,-40,0,-40,0,20,0,37,33,5,3,-43.0,-40,20,0,1,0,"[4, 0, 1]"
