,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
32,32,57,4,1,rel4,2,2,rel,rel,low4,low1,4,3,-15,5,-15,5,5,-15,42,48,2,4,-9.0,-10,-10,0,1,0,"[1, 5, 3, 2]",0
33,33,45,4,1,rel4,2,2,irr,rel,irr,mid3,6,2,0,15,0,15,0,-25,44,43,5,6,14.0,15,-25,0,1,1,"[1, 5, 3, 2]",0
34,34,47,4,1,rel4,2,2,irr,rel,irr,mid3,5,2,0,15,0,15,0,-25,45,43,1,6,13.0,15,-25,0,1,1,"[1, 5, 3, 2]",0
35,35,48,4,2,rel4,2,2,rel,rel,low4,mid3,4,2,5,-25,-15,15,5,-25,42,43,2,6,-18.0,0,-20,0,1,0,"[1, 5, 3, 2]",0
36,36,50,4,2,rel4,2,2,rel,rel,mid3,low1,2,3,-25,-15,15,5,-25,-15,43,48,6,4,-39.0,20,-40,1,1,0,"[1, 5, 3, 2]",0
37,37,9,4,1,rel4,2,2,rel,irr,mid3,irr,2,5,15,0,15,0,-25,0,43,45,6,1,14.0,15,-25,0,1,1,"[1, 5, 3, 2]",0
38,38,38,4,2,rel4,2,2,irr,rel,irr,mid3,5,2,0,-25,0,15,0,-25,45,43,1,6,-28.0,15,-25,0,1,0,"[1, 5, 3, 2]",0
39,39,10,4,2,rel4,2,2,irr,rel,irr,mid3,5,2,0,-25,0,15,0,-25,45,43,1,6,-22.0,15,-25,0,1,1,"[1, 5, 3, 2]",1
40,40,46,4,2,rel4,2,2,rel,irr,low1,irr,3,6,-15,0,5,0,-15,0,48,44,4,5,-16.0,5,-15,0,1,1,"[1, 5, 3, 2]",0
41,41,11,4,1,rel4,2,2,irr,rel,irr,low1,6,3,0,5,0,5,0,-15,44,48,5,4,9.0,5,-15,1,1,1,"[1, 5, 3, 2]",0
42,42,60,4,2,rel4,2,2,irr,rel,irr,low1,6,3,0,-15,0,5,0,-15,44,48,5,4,-12.0,5,-15,1,1,1,"[1, 5, 3, 2]",0
43,43,4,4,2,rel4,2,2,rel,irr,low1,irr,3,5,-15,0,5,0,-15,0,48,45,4,1,-17.0,5,-15,1,1,1,"[1, 5, 3, 2]",0
44,44,26,4,2,rel4,2,2,rel,irr,high3,irr,1,6,-40,0,20,0,-40,0,47,44,3,5,-36.0,20,-40,1,1,0,"[1, 5, 3, 2]",0
45,45,21,4,1,rel4,2,2,rel,rel,low1,mid3,3,2,5,15,5,15,-15,-25,48,43,4,6,17.0,20,-40,1,1,1,"[1, 5, 3, 2]",0
46,46,14,4,2,rel4,2,2,rel,rel,low4,low1,4,3,5,-15,-15,5,5,-15,42,48,2,4,-6.0,-10,-10,1,1,1,"[1, 5, 3, 2]",0
47,47,29,4,1,rel4,2,2,rel,rel,low1,low4,3,4,5,-15,5,-15,-15,5,48,42,4,2,-10.0,-10,-10,0,1,0,"[1, 5, 3, 2]",0
48,48,42,4,2,rel4,2,2,rel,rel,low1,low4,3,4,-15,5,5,-15,-15,5,48,42,4,2,-12.0,-10,-10,1,1,1,"[1, 5, 3, 2]",0
49,49,31,4,1,rel4,2,2,rel,irr,mid3,irr,2,5,15,0,15,0,-25,0,43,45,6,1,14.0,15,-25,1,1,0,"[1, 5, 3, 2]",0
50,50,54,4,2,rel4,2,2,irr,rel,irr,mid3,5,2,0,-25,0,15,0,-25,45,43,1,6,-26.0,15,-25,1,1,0,"[1, 5, 3, 2]",0
51,51,59,4,1,rel4,2,2,rel,rel,low1,low4,3,4,5,-15,5,-15,-15,5,48,42,4,2,-6.0,-10,-10,1,1,1,"[1, 5, 3, 2]",0
52,52,28,4,2,rel4,2,2,rel,rel,low1,mid3,3,2,-15,-25,5,15,-15,-25,48,43,4,6,-42.0,20,-40,1,1,0,"[1, 5, 3, 2]",0
53,53,20,4,2,rel4,2,2,irr,rel,irr,low4,6,4,0,5,0,-15,0,5,44,42,5,2,4.0,-15,5,0,1,1,"[1, 5, 3, 2]",0
54,54,6,4,2,rel4,2,2,irr,rel,irr,mid3,5,2,0,-25,0,15,0,-25,45,43,1,6,-24.0,15,-25,1,1,1,"[1, 5, 3, 2]",0
55,55,33,4,1,rel4,2,2,rel,irr,mid3,irr,2,5,15,0,15,0,-25,0,43,45,6,1,17.0,15,-25,1,1,1,"[1, 5, 3, 2]",0
56,56,53,4,1,rel4,2,2,rel,irr,low1,irr,3,6,5,0,5,0,-15,0,48,44,4,5,5.0,5,-15,1,1,1,"[1, 5, 3, 2]",0
57,57,23,4,1,rel4,2,2,irr,rel,irr,low1,5,3,0,5,0,5,0,-15,45,48,1,4,3.0,5,-15,1,1,1,"[1, 5, 3, 2]",0
58,58,39,4,1,rel4,2,2,rel,irr,low1,irr,3,5,5,0,5,0,-15,0,48,45,4,1,7.0,5,-15,1,1,0,"[1, 5, 3, 2]",0
59,59,52,4,2,rel4,2,2,irr,rel,irr,mid3,5,2,0,-25,0,15,0,-25,45,43,1,6,-26.0,15,-25,0,1,1,"[1, 5, 3, 2]",0
