,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
19,19,21,4,1,rel4,0,2,rel,rel,mid1,low4,1,4,25,-15,25,-15,-15,5,46,43,1,3,10.0,10,-10,0,1,0,"[2, 0, 1, 3]",1
20,20,30,4,2,rel4,0,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,49,50,5,6,1.0,0,0,0,0,0,"[2, 0, 1, 3]",0
21,21,5,4,1,rel4,0,2,rel,rel,low1,mid1,3,1,5,25,5,25,-15,-15,42,46,4,1,29.0,30,-30,0,1,1,"[2, 0, 1, 3]",0
22,22,60,4,2,rel4,0,2,rel,rel,mid1,mid3,1,2,-15,-25,25,15,-15,-25,46,48,1,2,-39.0,40,-40,0,1,0,"[2, 0, 1, 3]",0
23,23,36,4,2,rel4,0,2,irr,rel,irr,low1,6,3,0,-15,0,5,0,-15,50,42,6,4,-9.0,5,-15,0,1,0,"[2, 0, 1, 3]",0
24,24,9,4,1,rel4,0,2,rel,irr,low4,irr,4,5,-15,0,-15,0,5,0,43,49,3,5,-16.0,-15,5,0,1,0,"[2, 0, 1, 3]",0
25,25,18,4,2,rel4,0,2,rel,irr,low4,irr,4,5,5,0,-15,0,5,0,43,49,3,5,3.0,-15,5,0,1,0,"[2, 0, 1, 3]",0
26,26,33,4,1,rel4,0,2,rel,irr,low1,irr,3,5,5,0,5,0,-15,0,42,49,4,5,7.0,5,-15,0,1,0,"[2, 0, 1, 3]",0
27,27,12,4,2,rel4,0,2,irr,rel,irr,mid1,6,1,0,-15,0,25,0,-15,50,46,6,1,-14.0,25,-15,0,1,0,"[2, 0, 1, 3]",0
28,28,55,4,1,rel4,0,2,rel,irr,mid1,irr,1,6,25,0,25,0,-15,0,46,50,1,6,24.0,25,-15,0,1,1,"[2, 0, 1, 3]",0
29,29,25,4,1,rel4,0,2,rel,irr,low1,irr,3,6,5,0,5,0,-15,0,42,50,4,6,8.0,5,-15,0,1,0,"[2, 0, 1, 3]",0
30,30,11,4,1,rel4,0,2,rel,irr,low4,irr,4,6,-15,0,-15,0,5,0,43,50,3,6,-14.0,-15,5,0,1,1,"[2, 0, 1, 3]",0
31,31,19,4,1,rel4,0,2,rel,rel,mid3,mid1,2,1,15,25,15,25,-25,-15,48,46,2,1,38.0,40,-40,0,1,1,"[2, 0, 1, 3]",0
32,32,46,4,2,rel4,0,2,irr,rel,irr,mid3,6,2,0,-25,0,15,0,-25,50,48,6,2,-25.0,15,-25,0,1,0,"[2, 0, 1, 3]",0
33,33,49,4,1,rel4,0,2,irr,rel,irr,low4,6,4,0,-15,0,-15,0,5,50,43,6,3,-15.0,-15,5,0,1,1,"[2, 0, 1, 3]",0
34,34,58,4,2,rel4,0,2,irr,rel,irr,low4,6,4,0,5,0,-15,0,5,50,43,6,3,4.0,-15,5,0,1,0,"[2, 0, 1, 3]",0
35,35,20,4,2,rel4,0,2,rel,rel,low4,low1,4,3,5,-15,-15,5,5,-15,43,42,3,4,-9.0,-10,-10,0,1,0,"[2, 0, 1, 3]",0
36,36,44,4,2,rel4,0,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,49,50,5,6,3.0,0,0,1,0,0,"[2, 0, 1, 3]",0
37,37,35,4,1,rel4,0,2,irr,rel,irr,low1,5,3,0,5,0,5,0,-15,49,42,5,4,6.0,5,-15,1,1,0,"[2, 0, 1, 3]",0
38,38,56,4,2,rel4,0,2,rel,irr,mid1,irr,1,5,-15,0,25,0,-15,0,46,49,1,5,-16.0,25,-15,1,1,0,"[2, 0, 1, 3]",0
39,39,50,4,2,rel4,0,2,rel,irr,low4,irr,4,6,5,0,-15,0,5,0,43,50,3,6,5.0,-15,5,1,1,1,"[2, 0, 1, 3]",1
40,40,57,4,1,rel4,0,2,rel,irr,low4,irr,4,5,-15,0,-15,0,5,0,43,49,3,5,-16.0,-15,5,1,1,0,"[2, 0, 1, 3]",0
41,41,17,4,1,rel4,0,2,rel,rel,low4,mid1,4,1,-15,25,-15,25,5,-15,43,46,3,1,11.0,10,-10,1,1,1,"[2, 0, 1, 3]",0
42,42,28,4,2,rel4,0,2,rel,irr,mid1,irr,1,5,-15,0,25,0,-15,0,46,49,1,5,-15.0,25,-15,0,1,0,"[2, 0, 1, 3]",0
43,43,52,4,2,rel4,0,2,irr,rel,irr,mid3,6,2,0,-25,0,15,0,-25,50,48,6,2,-24.0,15,-25,0,1,0,"[2, 0, 1, 3]",0
44,44,15,4,1,rel4,0,2,irr,rel,irr,low1,5,3,0,5,0,5,0,-15,49,42,5,4,5.0,5,-15,1,1,1,"[2, 0, 1, 3]",0
45,45,38,4,2,rel4,0,2,rel,rel,low1,mid3,3,2,-15,-25,5,15,-15,-25,42,48,4,2,-41.0,20,-40,1,1,1,"[2, 0, 1, 3]",0
46,46,39,4,1,rel4,0,2,rel,rel,mid3,low4,2,4,15,-15,15,-15,-25,5,48,43,2,3,1.0,0,-20,0,1,0,"[2, 0, 1, 3]",0
47,47,43,4,1,rel4,0,2,rel,rel,mid1,low4,1,4,25,-15,25,-15,-15,5,46,43,1,3,8.0,10,-10,1,1,1,"[2, 0, 1, 3]",0
48,48,16,4,2,rel4,0,2,rel,irr,mid1,irr,1,5,-15,0,25,0,-15,0,46,49,1,5,-15.0,25,-15,1,1,0,"[2, 0, 1, 3]",0
49,49,1,4,1,rel4,0,2,irr,rel,irr,low4,5,4,0,-15,0,-15,0,5,49,43,5,3,-14.0,-15,5,1,1,1,"[2, 0, 1, 3]",0
50,50,31,4,1,rel4,0,2,irr,rel,irr,mid3,6,2,0,15,0,15,0,-25,50,48,6,2,15.0,15,-25,1,1,1,"[2, 0, 1, 3]",0
51,51,23,4,1,rel4,0,2,rel,rel,low1,mid1,3,1,5,25,5,25,-15,-15,42,46,4,1,30.0,30,-30,1,1,1,"[2, 0, 1, 3]",0
52,52,6,4,2,rel4,0,2,rel,rel,mid3,low4,2,4,-25,5,15,-15,-25,5,48,43,2,3,-19.0,0,-20,1,1,1,"[2, 0, 1, 3]",0
53,53,24,4,2,rel4,0,2,irr,rel,irr,mid3,5,2,0,-25,0,15,0,-25,49,48,5,2,-26.0,15,-25,1,1,1,"[2, 0, 1, 3]",0
54,54,27,4,1,rel4,0,2,rel,rel,low4,mid1,4,1,-15,25,-15,25,5,-15,43,46,3,1,8.0,10,-10,0,1,0,"[2, 0, 1, 3]",0
55,55,8,4,2,rel4,0,2,rel,rel,mid3,low1,2,3,-25,-15,15,5,-25,-15,48,42,2,4,-40.0,20,-40,0,1,0,"[2, 0, 1, 3]",0
56,56,29,4,1,rel4,0,2,rel,rel,low1,low4,3,4,5,-15,5,-15,-15,5,42,43,4,3,-10.0,-10,-10,1,1,1,"[2, 0, 1, 3]",0
57,57,22,4,2,rel4,0,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,49,50,5,6,1.0,0,0,0,0,0,"[2, 0, 1, 3]",0
58,58,10,4,2,rel4,0,2,rel,rel,low4,low1,4,3,5,-15,-15,5,5,-15,43,42,3,4,-8.0,-10,-10,0,1,0,"[2, 0, 1, 3]",0
59,59,4,4,2,rel4,0,2,rel,irr,low4,irr,4,6,5,0,-15,0,5,0,43,50,3,6,7.0,-15,5,1,1,1,"[2, 0, 1, 3]",0
