,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
19,19,12,3,2,rel3,0,2,rel,rel,high1,high3,1,2,-20,-40,40,20,-20,-40,39,32,1,2,-61.0,60,-60,0,1,1,"[1, 5, 0]",1
20,20,5,3,1,rel3,0,2,irr,rel,irr,high3,5,2,0,20,0,20,0,-40,35,32,3,2,19.0,20,-40,1,1,0,"[1, 5, 0]",0
21,21,47,3,1,rel3,0,2,rel,irr,high3,irr,2,4,20,0,20,0,-40,0,32,33,2,4,22.0,20,-40,0,1,0,"[1, 5, 0]",0
22,22,9,3,1,rel3,0,2,irr,rel,irr,high3,5,2,0,20,0,20,0,-40,35,32,3,2,19.0,20,-40,1,1,1,"[1, 5, 0]",0
23,23,16,3,2,rel3,0,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,40,35,5,3,-2.0,0,0,1,0,0,"[1, 5, 0]",0
24,24,60,3,2,rel3,0,2,irr,rel,irr,high3,5,2,0,-40,0,20,0,-40,35,32,3,2,-44.0,20,-40,0,1,0,"[1, 5, 0]",0
25,25,44,3,2,rel3,0,2,rel,irr,high1,irr,1,4,-20,0,40,0,-20,0,39,33,1,4,-20.0,40,-20,1,1,0,"[1, 5, 0]",0
26,26,39,3,1,rel3,0,2,rel,rel,high1,high3,1,2,40,20,40,20,-20,-40,39,32,1,2,59.0,60,-60,0,1,0,"[1, 5, 0]",0
27,27,37,3,1,rel3,0,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,35,33,3,4,-2.0,0,0,0,0,0,"[1, 5, 0]",0
28,28,25,3,1,rel3,0,2,rel,irr,high1,irr,1,6,40,0,40,0,-20,0,39,40,1,5,42.0,40,-20,0,1,1,"[1, 5, 0]",0
29,29,46,3,2,rel3,0,2,rel,irr,mid4,irr,3,5,25,0,-15,0,25,0,34,35,6,3,23.0,-15,25,0,1,0,"[1, 5, 0]",0
30,30,11,3,1,rel3,0,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,35,33,3,4,0.0,0,0,0,0,0,"[1, 5, 0]",0
31,31,42,3,2,rel3,0,2,rel,irr,high1,irr,1,6,-20,0,40,0,-20,0,39,40,1,5,-20.0,40,-20,1,1,1,"[1, 5, 0]",0
32,32,38,3,2,rel3,0,2,rel,irr,high3,irr,2,5,-40,0,20,0,-40,0,32,35,2,3,-37.0,20,-40,1,1,0,"[1, 5, 0]",0
33,33,13,3,1,rel3,0,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,40,33,5,4,-1.0,0,0,0,0,0,"[1, 5, 0]",0
34,34,34,3,2,rel3,0,2,rel,rel,high1,mid4,1,3,-20,25,40,-15,-20,25,39,34,1,6,7.0,25,5,0,1,0,"[1, 5, 0]",0
35,35,26,3,2,rel3,0,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,33,35,4,3,2.0,0,0,0,0,0,"[1, 5, 0]",0
36,36,32,3,2,rel3,0,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,33,40,4,5,-2.0,0,0,1,0,0,"[1, 5, 0]",0
37,37,52,3,2,rel3,0,2,irr,rel,irr,high3,4,2,0,-40,0,20,0,-40,33,32,4,2,-40.0,20,-40,0,1,1,"[1, 5, 0]",0
38,38,53,3,1,rel3,0,2,rel,rel,mid4,high3,3,2,-15,20,-15,20,25,-40,34,32,6,2,1.0,5,-15,0,1,0,"[1, 5, 0]",0
39,39,35,3,1,rel3,0,2,rel,rel,high3,mid4,2,3,20,-15,20,-15,-40,25,32,34,2,6,4.0,5,-15,1,1,1,"[1, 5, 0]",1
40,40,19,3,1,rel3,0,2,irr,rel,irr,high1,4,1,0,40,0,40,0,-20,33,39,4,1,37.0,40,-20,1,1,1,"[1, 5, 0]",0
41,41,7,3,1,rel3,0,2,irr,rel,irr,high1,6,1,0,40,0,40,0,-20,40,39,5,1,35.0,40,-20,1,1,1,"[1, 5, 0]",0
42,42,55,3,1,rel3,0,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,40,33,5,4,0.0,0,0,1,0,0,"[1, 5, 0]",0
43,43,51,3,1,rel3,0,2,rel,irr,mid4,irr,3,4,-15,0,-15,0,25,0,34,33,6,4,-19.0,-15,25,1,1,1,"[1, 5, 0]",0
44,44,22,3,2,rel3,0,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,33,35,4,3,-4.0,0,0,1,0,0,"[1, 5, 0]",0
45,45,31,3,1,rel3,0,2,rel,irr,high3,irr,2,4,20,0,20,0,-40,0,32,33,2,4,16.0,20,-40,0,1,0,"[1, 5, 0]",0
46,46,15,3,1,rel3,0,2,irr,rel,irr,high1,4,1,0,40,0,40,0,-20,33,39,4,1,40.0,40,-20,0,1,0,"[1, 5, 0]",0
47,47,49,3,1,rel3,0,2,irr,rel,irr,high3,4,2,0,20,0,20,0,-40,33,32,4,2,18.0,20,-40,0,1,1,"[1, 5, 0]",0
48,48,58,3,2,rel3,0,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,35,40,3,5,-2.0,0,0,0,0,0,"[1, 5, 0]",0
49,49,33,3,1,rel3,0,2,rel,rel,mid4,high1,3,1,-15,40,-15,40,25,-20,34,39,6,1,23.0,25,5,1,1,1,"[1, 5, 0]",0
50,50,10,3,2,rel3,0,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,35,33,3,4,3.0,0,0,1,0,0,"[1, 5, 0]",0
51,51,20,3,2,rel3,0,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,35,33,3,4,1.0,0,0,1,0,0,"[1, 5, 0]",0
52,52,24,3,2,rel3,0,2,irr,irr,irr,irr,4,5,0,0,0,0,0,0,33,35,4,3,-1.0,0,0,0,0,0,"[1, 5, 0]",0
53,53,6,3,2,rel3,0,2,rel,rel,mid4,high1,3,1,25,-20,-15,40,25,-20,34,39,6,1,7.0,25,5,0,1,1,"[1, 5, 0]",0
54,54,50,3,2,rel3,0,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,35,40,3,5,-1.0,0,0,1,0,0,"[1, 5, 0]",0
55,55,30,3,2,rel3,0,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,40,35,5,3,-1.0,0,0,1,0,0,"[1, 5, 0]",0
56,56,21,3,1,rel3,0,2,irr,rel,irr,high1,4,1,0,40,0,40,0,-20,33,39,4,1,39.0,40,-20,0,1,1,"[1, 5, 0]",0
57,57,40,3,2,rel3,0,2,rel,rel,mid4,high3,3,2,25,-40,-15,20,25,-40,34,32,6,2,-16.0,5,-15,1,1,0,"[1, 5, 0]",0
58,58,17,3,1,rel3,0,2,irr,rel,irr,mid4,6,3,0,-15,0,-15,0,25,40,34,5,6,-12.0,-15,25,1,1,1,"[1, 5, 0]",0
59,59,57,3,1,rel3,0,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,35,33,3,4,2.0,0,0,1,0,0,"[1, 5, 0]",0
