,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
17,17,24,2,2,rel2,5,2,irr,rel,irr,low4,5,2,0,5,0,-15,0,5,27,29,5,4,1.0,-15,5,0,1,1,"[5, 3]"
18,18,37,2,1,rel2,5,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,22,27,2,5,-2.0,0,0,0,0,0,"[5, 3]"
19,19,53,2,1,rel2,5,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,21,27,3,5,-2.0,0,0,0,0,0,"[5, 3]"
20,20,49,2,1,rel2,5,2,irr,rel,irr,low4,6,2,0,-15,0,-15,0,5,22,29,2,4,-13.0,-15,5,0,1,0,"[5, 3]"
21,21,20,2,2,rel2,5,2,rel,irr,mid1,irr,1,4,-15,0,25,0,-15,0,26,28,6,1,-16.0,25,-15,0,1,0,"[5, 3]"
22,22,22,2,2,rel2,5,2,irr,rel,irr,low4,4,2,0,5,0,-15,0,5,28,29,1,4,8.0,-15,5,0,1,0,"[5, 3]"
23,23,50,2,2,rel2,5,2,rel,rel,low4,mid1,2,1,5,-15,-15,25,5,-15,29,26,4,6,-10.0,10,-10,0,1,1,"[5, 3]"
24,24,9,2,1,rel2,5,2,rel,irr,low4,irr,2,3,-15,0,-15,0,5,0,29,21,4,3,-18.0,-15,5,0,1,0,"[5, 3]"
25,25,55,2,1,rel2,5,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,28,22,1,2,0.0,0,0,0,0,0,"[5, 3]"
26,26,58,2,2,rel2,5,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,21,27,3,5,0.0,0,0,0,0,0,"[5, 3]"
27,27,40,2,2,rel2,5,2,rel,irr,mid1,irr,1,3,-15,0,25,0,-15,0,26,21,6,3,-15.0,25,-15,0,1,0,"[5, 3]"
28,28,35,2,1,rel2,5,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,28,22,1,2,0.0,0,0,0,0,0,"[5, 3]"
29,29,12,2,2,rel2,5,2,rel,irr,low4,irr,2,3,5,0,-15,0,5,0,29,21,4,3,3.0,-15,5,0,1,0,"[5, 3]"
30,30,26,2,2,rel2,5,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,27,28,5,1,2.0,0,0,0,0,0,"[5, 3]"
31,31,10,2,2,rel2,5,2,rel,irr,low4,irr,2,5,5,0,-15,0,5,0,29,27,4,5,7.0,-15,5,0,1,1,"[5, 3]"
32,32,23,2,1,rel2,5,2,rel,irr,mid1,irr,1,3,25,0,25,0,-15,0,26,21,6,3,25.0,25,-15,0,1,1,"[5, 3]"
33,33,17,2,1,rel2,5,2,irr,rel,irr,low4,5,2,0,-15,0,-15,0,5,27,29,5,4,-19.0,-15,5,0,1,0,"[5, 3]"
34,34,45,2,1,rel2,5,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,27,22,5,2,-3.0,0,0,1,0,0,"[5, 3]"
35,35,36,2,2,rel2,5,2,irr,rel,irr,low4,3,2,0,5,0,-15,0,5,21,29,3,4,3.0,-15,5,0,1,0,"[5, 3]"
36,36,46,2,2,rel2,5,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,26,22,6,2,-19.0,25,-15,1,1,0,"[5, 3]"
37,37,47,2,1,rel2,5,2,rel,rel,mid1,low4,1,2,25,-15,25,-15,-15,5,26,29,6,4,8.0,10,-10,0,1,1,"[5, 3]"
38,38,2,2,2,rel2,5,2,rel,irr,mid1,irr,1,5,-15,0,25,0,-15,0,26,27,6,5,-16.0,25,-15,1,1,0,"[5, 3]"
39,39,43,2,1,rel2,5,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,22,27,2,5,0.0,0,0,1,0,0,"[5, 3]"
40,40,48,2,2,rel2,5,2,rel,irr,low4,irr,2,3,5,0,-15,0,5,0,29,21,4,3,3.0,-15,5,1,1,1,"[5, 3]"
41,41,13,2,1,rel2,5,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,21,27,3,5,0.0,0,0,1,0,0,"[5, 3]"
42,42,31,2,1,rel2,5,2,irr,rel,irr,mid1,3,1,0,25,0,25,0,-15,21,26,3,6,25.0,25,-15,1,1,1,"[5, 3]"
43,43,3,2,1,rel2,5,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,21,27,3,5,-2.0,0,0,1,0,0,"[5, 3]"
44,44,54,2,2,rel2,5,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,26,22,6,2,-15.0,25,-15,1,1,1,"[5, 3]"
45,45,1,2,1,rel2,5,2,rel,irr,mid1,irr,1,5,25,0,25,0,-15,0,26,27,6,5,21.0,25,-15,1,1,0,"[5, 3]"
46,46,39,2,1,rel2,5,2,irr,irr,irr,irr,3,4,0,0,0,0,0,0,21,28,3,1,4.0,0,0,1,0,0,"[5, 3]"
47,47,33,2,1,rel2,5,2,irr,rel,irr,low4,3,2,0,-15,0,-15,0,5,21,29,3,4,-16.0,-15,5,0,1,0,"[5, 3]"
48,48,51,2,1,rel2,5,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,27,21,5,3,-6.0,0,0,1,0,0,"[5, 3]"
49,49,15,2,1,rel2,5,2,irr,rel,irr,mid1,6,1,0,25,0,25,0,-15,22,26,2,6,26.0,25,-15,0,1,1,"[5, 3]"
50,50,28,2,2,rel2,5,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,28,21,1,3,0.0,0,0,0,0,0,"[5, 3]"
51,51,6,2,2,rel2,5,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,27,21,5,3,-4.0,0,0,1,0,0,"[5, 3]"
52,52,52,2,2,rel2,5,2,irr,rel,irr,low4,6,2,0,5,0,-15,0,5,22,29,2,4,7.0,-15,5,0,1,0,"[5, 3]"
53,53,8,2,2,rel2,5,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,28,22,1,2,-1.0,0,0,1,0,0,"[5, 3]"
54,54,30,2,2,rel2,5,2,irr,rel,irr,low4,3,2,0,5,0,-15,0,5,21,29,3,4,0.0,-15,5,1,1,0,"[5, 3]"
55,55,21,2,1,rel2,5,2,irr,irr,irr,irr,5,4,0,0,0,0,0,0,27,28,5,1,0.0,0,0,1,0,0,"[5, 3]"
56,56,59,2,1,rel2,5,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,21,27,3,5,2.0,0,0,1,0,0,"[5, 3]"
57,57,4,2,2,rel2,5,2,irr,irr,irr,irr,3,5,0,0,0,0,0,0,21,27,3,5,2.0,0,0,0,0,0,"[5, 3]"
58,58,38,2,2,rel2,5,2,rel,irr,low4,irr,2,5,5,0,-15,0,5,0,29,27,4,5,7.0,-15,5,1,1,1,"[5, 3]"
59,59,34,2,2,rel2,5,2,rel,irr,mid1,irr,1,6,-15,0,25,0,-15,0,26,22,6,2,-16.0,25,-15,1,1,1,"[5, 3]"
