,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
45,45,22,4,2,rel4,1,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,43,41,6,5,-1.0,0,0,0,0,0,"[3, 1, 0, 2]"
46,46,14,4,2,rel4,1,2,rel,rel,mid4,high1,2,1,25,-20,-15,40,25,-20,42,46,4,2,7.0,25,5,0,1,0,"[3, 1, 0, 2]"
47,47,13,4,1,rel4,1,2,rel,irr,high1,irr,1,6,40,0,40,0,-20,0,46,41,2,5,39.0,40,-20,1,1,0,"[3, 1, 0, 2]"
48,48,60,4,2,rel4,1,2,rel,rel,high1,mid4,1,2,-20,25,40,-15,-20,25,46,42,2,4,5.0,25,5,1,1,1,"[3, 1, 0, 2]"
49,49,53,4,1,rel4,1,2,rel,rel,high1,mid4,1,2,40,-15,40,-15,-20,25,46,42,2,4,24.0,25,5,1,1,0,"[3, 1, 0, 2]"
50,50,49,4,1,rel4,1,2,rel,rel,high4,low4,4,3,-20,-15,-20,-15,40,5,49,50,1,3,-34.0,-35,45,1,1,0,"[3, 1, 0, 2]"
51,51,58,4,2,rel4,1,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,41,43,5,6,-3.0,0,0,1,0,0,"[3, 1, 0, 2]"
52,52,11,4,1,rel4,1,2,rel,rel,low4,high4,3,4,-15,-20,-15,-20,5,40,50,49,3,1,-36.0,-35,45,1,1,1,"[3, 1, 0, 2]"
53,53,57,4,1,rel4,1,2,rel,rel,high1,mid4,1,2,40,-15,40,-15,-20,25,46,42,2,4,26.0,25,5,0,1,1,"[3, 1, 0, 2]"
54,54,15,4,1,rel4,1,2,rel,rel,mid4,high1,2,1,-15,40,-15,40,25,-20,42,46,4,2,29.0,25,5,0,1,1,"[3, 1, 0, 2]"
55,55,35,4,1,rel4,1,2,rel,rel,mid4,low4,2,3,-15,-15,-15,-15,25,5,42,50,4,3,-28.0,-30,30,1,1,1,"[3, 1, 0, 2]"
56,56,55,4,1,rel4,1,2,rel,rel,mid4,high1,2,1,-15,40,-15,40,25,-20,42,46,4,2,23.0,25,5,0,1,0,"[3, 1, 0, 2]"
57,57,38,4,2,rel4,1,2,irr,rel,irr,high1,6,1,0,-20,0,40,0,-20,41,46,5,2,-22.0,40,-20,1,1,0,"[3, 1, 0, 2]"
58,58,18,4,2,rel4,1,2,rel,rel,low4,high4,3,4,5,40,-15,-20,5,40,50,49,3,1,45.0,-35,45,1,1,1,"[3, 1, 0, 2]"
59,59,9,4,1,rel4,1,2,irr,rel,irr,mid4,5,2,0,-15,0,-15,0,25,43,42,6,4,-13.0,-15,25,0,1,0,"[3, 1, 0, 2]"
