,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
24,24,3,4,1,rel4,5,2,rel,irr,high4,irr,2,5,-20,0,-20,0,40,0,45,49,1,4,-22.0,-20,40,0,1,0,"[5, 2, 4, 0]",0
25,25,44,4,2,rel4,5,2,irr,rel,irr,low1,5,1,0,-15,0,5,0,-15,49,50,4,6,-15.0,5,-15,0,1,0,"[5, 2, 4, 0]",0
26,26,33,4,1,rel4,5,2,rel,irr,mid2,irr,3,6,-25,0,-25,0,15,0,41,42,3,2,-27.0,-25,15,0,1,0,"[5, 2, 4, 0]",0
27,27,8,4,2,rel4,5,2,rel,rel,low1,mid2,1,3,-15,15,5,-25,-15,15,50,41,6,3,-2.0,-20,0,0,1,0,"[5, 2, 4, 0]",0
28,28,54,4,2,rel4,5,2,rel,irr,low1,irr,1,6,-15,0,5,0,-15,0,50,42,6,2,-12.0,5,-15,0,1,0,"[5, 2, 4, 0]",0
29,29,4,4,2,rel4,5,2,rel,irr,high2,irr,4,5,20,0,-40,0,20,0,44,49,5,4,19.0,-40,20,0,1,0,"[5, 2, 4, 0]",0
30,30,29,4,1,rel4,5,2,rel,rel,low1,high4,1,2,5,-20,5,-20,-15,40,50,45,6,1,-13.0,-15,25,0,1,0,"[5, 2, 4, 0]",0
31,31,50,4,2,rel4,5,2,rel,rel,low1,high4,1,2,-15,40,5,-20,-15,40,50,45,6,1,25.0,-15,25,1,1,1,"[5, 2, 4, 0]",0
32,32,56,4,2,rel4,5,2,irr,rel,irr,high4,6,2,0,40,0,-20,0,40,42,45,2,1,38.0,-20,40,0,1,1,"[5, 2, 4, 0]",0
33,33,2,4,2,rel4,5,2,rel,rel,high4,mid2,2,3,40,15,-20,-25,40,15,45,41,1,3,53.0,-45,55,0,1,0,"[5, 2, 4, 0]",0
34,34,25,4,1,rel4,5,2,irr,rel,irr,mid2,5,3,0,-25,0,-25,0,15,49,41,4,3,-26.0,-25,15,0,1,1,"[5, 2, 4, 0]",0
35,35,17,4,1,rel4,5,2,rel,irr,high2,irr,4,5,-40,0,-40,0,20,0,44,49,5,4,-41.0,-40,20,0,1,1,"[5, 2, 4, 0]",0
36,36,55,4,1,rel4,5,2,irr,rel,irr,low1,5,1,0,5,0,5,0,-15,49,50,4,6,2.0,5,-15,1,1,0,"[5, 2, 4, 0]",0
37,37,43,4,1,rel4,5,2,rel,rel,low1,high4,1,2,5,-20,5,-20,-15,40,50,45,6,1,-16.0,-15,25,1,1,0,"[5, 2, 4, 0]",0
38,38,40,4,2,rel4,5,2,rel,rel,high2,high4,4,2,20,40,-40,-20,20,40,44,45,5,1,60.0,-60,60,1,1,0,"[5, 2, 4, 0]",0
39,39,19,4,1,rel4,5,2,irr,rel,irr,high4,6,2,0,-20,0,-20,0,40,42,45,2,1,-19.0,-20,40,1,1,0,"[5, 2, 4, 0]",1
40,40,53,4,1,rel4,5,2,rel,rel,mid2,high4,3,2,-25,-20,-25,-20,15,40,41,45,3,1,-41.0,-45,55,1,1,0,"[5, 2, 4, 0]",0
41,41,46,4,2,rel4,5,2,rel,rel,mid2,high2,3,4,15,20,-25,-40,15,20,41,44,3,5,36.0,-65,35,1,1,1,"[5, 2, 4, 0]",0
42,42,57,4,1,rel4,5,2,irr,rel,irr,mid2,6,3,0,-25,0,-25,0,15,42,41,2,3,-28.0,-25,15,0,1,1,"[5, 2, 4, 0]",0
43,43,31,4,1,rel4,5,2,rel,irr,high4,irr,2,6,-20,0,-20,0,40,0,45,42,1,2,-17.0,-20,40,0,1,1,"[5, 2, 4, 0]",0
44,44,34,4,2,rel4,5,2,rel,rel,high4,high2,2,4,40,20,-20,-40,40,20,45,44,1,5,61.0,-60,60,1,1,1,"[5, 2, 4, 0]",0
45,45,41,4,1,rel4,5,2,rel,rel,mid2,low1,3,1,-25,5,-25,5,15,-15,41,50,3,6,-20.0,-20,0,1,1,0,"[5, 2, 4, 0]",0
46,46,18,4,2,rel4,5,2,irr,rel,irr,high2,6,4,0,20,0,-40,0,20,42,44,2,5,19.0,-40,20,1,1,1,"[5, 2, 4, 0]",0
47,47,27,4,1,rel4,5,2,rel,irr,mid2,irr,3,5,-25,0,-25,0,15,0,41,49,3,4,-24.0,-25,15,1,1,1,"[5, 2, 4, 0]",0
48,48,16,4,2,rel4,5,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,42,49,2,4,2.0,0,0,0,0,0,"[5, 2, 4, 0]",0
49,49,1,4,1,rel4,5,2,rel,irr,high4,irr,2,6,-20,0,-20,0,40,0,45,42,1,2,-21.0,-20,40,1,1,0,"[5, 2, 4, 0]",0
50,50,30,4,2,rel4,5,2,irr,rel,irr,high2,5,4,0,20,0,-40,0,20,49,44,4,5,18.0,-40,20,1,1,0,"[5, 2, 4, 0]",0
51,51,12,4,2,rel4,5,2,rel,irr,high2,irr,4,6,20,0,-40,0,20,0,44,42,5,2,21.0,-40,20,0,1,0,"[5, 2, 4, 0]",0
52,52,49,4,1,rel4,5,2,rel,irr,low1,irr,1,5,5,0,5,0,-15,0,50,49,6,4,7.0,5,-15,0,1,0,"[5, 2, 4, 0]",0
53,53,5,4,1,rel4,5,2,rel,irr,high2,irr,4,5,-40,0,-40,0,20,0,44,49,5,4,-42.0,-40,20,1,1,0,"[5, 2, 4, 0]",0
54,54,48,4,2,rel4,5,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,49,42,4,2,0.0,0,0,1,0,0,"[5, 2, 4, 0]",0
55,55,59,4,1,rel4,5,2,rel,rel,mid2,high4,3,2,-25,-20,-25,-20,15,40,41,45,3,1,-46.0,-45,55,1,1,1,"[5, 2, 4, 0]",0
56,56,13,4,1,rel4,5,2,rel,irr,high2,irr,4,5,-40,0,-40,0,20,0,44,49,5,4,-39.0,-40,20,1,1,1,"[5, 2, 4, 0]",0
57,57,39,4,1,rel4,5,2,irr,rel,irr,low1,5,1,0,5,0,5,0,-15,49,50,4,6,8.0,5,-15,0,1,0,"[5, 2, 4, 0]",0
58,58,58,4,2,rel4,5,2,rel,irr,high2,irr,4,5,20,0,-40,0,20,0,44,49,5,4,20.0,-40,20,0,1,1,"[5, 2, 4, 0]",0
59,59,11,4,1,rel4,5,2,irr,rel,irr,high2,6,4,0,-40,0,-40,0,20,42,44,2,5,-41.0,-40,20,0,1,1,"[5, 2, 4, 0]",0
