,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli,questions
12,12,6,4,2,rel4,0,2,rel,rel,high3,high1,2,1,-40,-20,20,40,-40,-20,41,50,4,1,-60.0,60,-60,0,1,1,"[2, 4, 0, 3]",0
13,13,13,4,1,rel4,0,2,rel,rel,high4,high3,4,2,-20,20,-20,20,40,-40,42,41,3,4,2.0,0,0,0,1,0,"[2, 4, 0, 3]",0
14,14,59,4,1,rel4,0,2,rel,irr,high4,irr,4,5,-20,0,-20,0,40,0,42,46,3,6,-22.0,-20,40,0,1,1,"[2, 4, 0, 3]",0
15,15,18,4,2,rel4,0,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,47,46,2,6,-1.0,0,0,0,0,0,"[2, 4, 0, 3]",0
16,16,24,4,2,rel4,0,2,rel,rel,high3,low4,2,3,-40,5,20,-15,-40,5,41,43,4,5,-33.0,5,-35,0,1,1,"[2, 4, 0, 3]",0
17,17,3,4,1,rel4,0,2,rel,rel,high4,low4,4,3,-20,-15,-20,-15,40,5,42,43,3,5,-36.0,-35,45,0,1,1,"[2, 4, 0, 3]",0
18,18,15,4,1,rel4,0,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,47,46,2,6,-1.0,0,0,1,0,0,"[2, 4, 0, 3]",0
19,19,44,4,2,rel4,0,2,rel,rel,high4,low4,4,3,40,5,-20,-15,40,5,42,43,3,5,45.0,-35,45,0,1,0,"[2, 4, 0, 3]",1
20,20,36,4,2,rel4,0,2,rel,irr,high1,irr,1,5,-20,0,40,0,-20,0,50,46,1,6,-23.0,40,-20,0,1,0,"[2, 4, 0, 3]",0
21,21,21,4,1,rel4,0,2,rel,irr,high3,irr,2,5,20,0,20,0,-40,0,41,46,4,6,24.0,20,-40,0,1,1,"[2, 4, 0, 3]",0
22,22,42,4,2,rel4,0,2,rel,irr,high3,irr,2,5,-40,0,20,0,-40,0,41,46,4,6,-40.0,20,-40,0,1,0,"[2, 4, 0, 3]",0
23,23,28,4,2,rel4,0,2,rel,rel,high1,high3,1,2,-20,-40,40,20,-20,-40,50,41,1,4,-59.0,60,-60,1,1,0,"[2, 4, 0, 3]",0
24,24,45,4,1,rel4,0,2,rel,rel,high1,high4,1,4,40,-20,40,-20,-20,40,50,42,1,3,22.0,20,20,0,1,0,"[2, 4, 0, 3]",0
25,25,30,4,2,rel4,0,2,irr,rel,irr,high3,6,2,0,-40,0,20,0,-40,47,41,2,4,-38.0,20,-40,1,1,0,"[2, 4, 0, 3]",0
26,26,4,4,2,rel4,0,2,rel,irr,high4,irr,4,5,40,0,-20,0,40,0,42,46,3,6,43.0,-20,40,0,1,0,"[2, 4, 0, 3]",0
27,27,19,4,1,rel4,0,2,rel,rel,high3,low4,2,3,20,-15,20,-15,-40,5,41,43,4,5,6.0,5,-35,0,1,1,"[2, 4, 0, 3]",0
28,28,14,4,2,rel4,0,2,rel,rel,high4,high1,4,1,40,-20,-20,40,40,-20,42,50,3,1,22.0,20,20,0,1,1,"[2, 4, 0, 3]",0
29,29,52,4,2,rel4,0,2,rel,rel,low4,high3,3,2,5,-40,-15,20,5,-40,43,41,5,4,-38.0,5,-35,0,1,0,"[2, 4, 0, 3]",0
30,30,39,4,1,rel4,0,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,46,47,6,2,1.0,0,0,0,0,0,"[2, 4, 0, 3]",0
31,31,37,4,1,rel4,0,2,rel,rel,high1,high4,1,4,40,-20,40,-20,-20,40,50,42,1,3,16.0,20,20,0,1,1,"[2, 4, 0, 3]",0
32,32,54,4,2,rel4,0,2,rel,rel,high4,low4,4,3,40,5,-20,-15,40,5,42,43,3,5,46.0,-35,45,0,1,1,"[2, 4, 0, 3]",0
33,33,34,4,2,rel4,0,2,rel,rel,low4,high1,3,1,5,-20,-15,40,5,-20,43,50,5,1,-17.0,25,-15,1,1,1,"[2, 4, 0, 3]",0
34,34,25,4,1,rel4,0,2,rel,irr,high1,irr,1,5,40,0,40,0,-20,0,50,46,1,6,37.0,40,-20,0,1,1,"[2, 4, 0, 3]",0
35,35,10,4,2,rel4,0,2,rel,irr,high4,irr,4,6,40,0,-20,0,40,0,42,47,3,2,40.0,-20,40,0,1,0,"[2, 4, 0, 3]",0
36,36,2,4,2,rel4,0,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,46,47,6,2,1.0,0,0,1,0,0,"[2, 4, 0, 3]",0
37,37,38,4,2,rel4,0,2,rel,rel,high3,high1,2,1,-40,-20,20,40,-40,-20,41,50,4,1,-61.0,60,-60,1,1,0,"[2, 4, 0, 3]",0
38,38,40,4,2,rel4,0,2,rel,rel,low4,high4,3,4,5,40,-15,-20,5,40,43,42,5,3,44.0,-35,45,1,1,1,"[2, 4, 0, 3]",0
39,39,41,4,1,rel4,0,2,rel,rel,high1,high3,1,2,40,20,40,20,-20,-40,50,41,1,4,59.0,60,-60,1,1,1,"[2, 4, 0, 3]",1
40,40,43,4,1,rel4,0,2,rel,rel,high4,low4,4,3,-20,-15,-20,-15,40,5,42,43,3,5,-31.0,-35,45,1,1,1,"[2, 4, 0, 3]",0
41,41,16,4,2,rel4,0,2,irr,rel,irr,high4,5,4,0,40,0,-20,0,40,46,42,6,3,40.0,-20,40,1,1,0,"[2, 4, 0, 3]",0
42,42,33,4,1,rel4,0,2,irr,rel,irr,low4,5,3,0,-15,0,-15,0,5,46,43,6,5,-15.0,-15,5,1,1,0,"[2, 4, 0, 3]",0
43,43,9,4,1,rel4,0,2,irr,irr,irr,irr,6,5,0,0,0,0,0,0,47,46,2,6,0.0,0,0,0,0,0,"[2, 4, 0, 3]",0
44,44,8,4,2,rel4,0,2,rel,rel,low4,high1,3,1,5,-20,-15,40,5,-20,43,50,5,1,-14.0,25,-15,0,1,1,"[2, 4, 0, 3]",0
45,45,7,4,1,rel4,0,2,rel,irr,high1,irr,1,6,40,0,40,0,-20,0,50,47,1,2,40.0,40,-20,1,1,1,"[2, 4, 0, 3]",0
46,46,49,4,1,rel4,0,2,irr,rel,irr,high1,6,1,0,40,0,40,0,-20,47,50,2,1,38.0,40,-20,1,1,0,"[2, 4, 0, 3]",0
47,47,55,4,1,rel4,0,2,rel,rel,low4,high3,3,2,-15,20,-15,20,5,-40,43,41,5,4,6.0,5,-35,0,1,1,"[2, 4, 0, 3]",0
48,48,12,4,2,rel4,0,2,rel,irr,low4,irr,3,6,5,0,-15,0,5,0,43,47,5,2,7.0,-15,5,1,1,0,"[2, 4, 0, 3]",0
49,49,5,4,1,rel4,0,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,46,47,6,2,-2.0,0,0,1,0,0,"[2, 4, 0, 3]",0
50,50,17,4,1,rel4,0,2,rel,rel,high3,high1,2,1,20,40,20,40,-40,-20,41,50,4,1,62.0,60,-60,1,1,1,"[2, 4, 0, 3]",0
51,51,31,4,1,rel4,0,2,rel,rel,low4,high1,3,1,-15,40,-15,40,5,-20,43,50,5,1,27.0,25,-15,1,1,1,"[2, 4, 0, 3]",0
52,52,29,4,1,rel4,0,2,rel,irr,high3,irr,2,5,20,0,20,0,-40,0,41,46,4,6,21.0,20,-40,1,1,1,"[2, 4, 0, 3]",0
53,53,57,4,1,rel4,0,2,irr,rel,irr,high3,5,2,0,20,0,20,0,-40,46,41,6,4,18.0,20,-40,1,1,1,"[2, 4, 0, 3]",0
54,54,58,4,2,rel4,0,2,rel,rel,high3,low4,2,3,-40,5,20,-15,-40,5,41,43,4,5,-40.0,5,-35,1,1,0,"[2, 4, 0, 3]",0
55,55,11,4,1,rel4,0,2,irr,rel,irr,high4,5,4,0,-20,0,-20,0,40,46,42,6,3,-23.0,-20,40,0,1,0,"[2, 4, 0, 3]",0
56,56,46,4,2,rel4,0,2,rel,rel,low4,high4,3,4,5,40,-15,-20,5,40,43,42,5,3,45.0,-35,45,1,1,0,"[2, 4, 0, 3]",0
57,57,48,4,2,rel4,0,2,rel,rel,high4,high1,4,1,40,-20,-20,40,40,-20,42,50,3,1,21.0,20,20,0,1,1,"[2, 4, 0, 3]",0
58,58,20,4,2,rel4,0,2,rel,irr,high3,irr,2,5,-40,0,20,0,-40,0,41,46,4,6,-41.0,20,-40,1,1,0,"[2, 4, 0, 3]",0
59,59,50,4,2,rel4,0,2,rel,irr,high4,irr,4,5,40,0,-20,0,40,0,42,46,3,6,39.0,-20,40,0,1,1,"[2, 4, 0, 3]",0
