,index,tr_id,no_rel_ctxts,target,rel_cond,correct_stim,no_shown,relevance_stim1,relevance_stim2,condition_stim1,condition_stim2,condition_id_stim1,condition_id_stim2,outcome_rel_stim1,outcome_rel_stim2,outcome_t1_stim1,outcome_t1_stim2,outcome_t2_stim1,outcome_t2_stim2,stim_stim1,stim_stim2,stim_positions_stim1,stim_positions_stim2,outcome,t1_ev,t2_ev,require_rating,suit_for_dec,decision,correct_stimuli
39,39,42,2,2,rel2,5,2,irr,irr,irr,irr,4,6,0,0,0,0,0,0,28,30,3,5,1.0,0,0,1,0,0,"[0, 1]"
40,40,7,2,1,rel2,5,2,rel,irr,low3,irr,1,3,15,0,15,0,-5,0,27,22,6,4,11.0,15,-5,1,1,1,"[0, 1]"
41,41,23,2,1,rel2,5,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,28,22,3,4,-1.0,0,0,1,0,0,"[0, 1]"
42,42,56,2,2,rel2,5,2,irr,rel,irr,low3,5,1,0,-5,0,15,0,-5,23,27,2,6,-4.0,15,-5,0,1,1,"[0, 1]"
43,43,3,2,1,rel2,5,2,irr,irr,irr,irr,6,3,0,0,0,0,0,0,30,22,5,4,-1.0,0,0,1,0,0,"[0, 1]"
44,44,4,2,2,rel2,5,2,irr,irr,irr,irr,6,4,0,0,0,0,0,0,30,28,5,3,0.0,0,0,1,0,0,"[0, 1]"
45,45,5,2,1,rel2,5,2,irr,rel,irr,low2,6,2,0,-5,0,-5,0,15,30,25,5,1,-6.0,-5,15,1,1,0,"[0, 1]"
46,46,58,2,2,rel2,5,2,irr,rel,irr,low3,4,1,0,-5,0,15,0,-5,28,27,3,6,-5.0,15,-5,0,1,1,"[0, 1]"
47,47,52,2,2,rel2,5,2,irr,rel,irr,low2,6,2,0,15,0,-5,0,15,30,25,5,1,19.0,-5,15,1,1,1,"[0, 1]"
48,48,6,2,2,rel2,5,2,irr,irr,irr,irr,4,3,0,0,0,0,0,0,28,22,3,4,2.0,0,0,1,0,0,"[0, 1]"
49,49,48,2,2,rel2,5,2,irr,irr,irr,irr,5,6,0,0,0,0,0,0,23,30,2,5,0.0,0,0,1,0,0,"[0, 1]"
50,50,19,2,1,rel2,5,2,rel,rel,low2,low3,2,1,-5,15,-5,15,15,-5,25,27,1,6,8.0,10,10,1,1,1,"[0, 1]"
51,51,49,2,1,rel2,5,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,23,22,2,4,1.0,0,0,0,0,0,"[0, 1]"
52,52,43,2,1,rel2,5,2,irr,irr,irr,irr,5,3,0,0,0,0,0,0,23,22,2,4,0.0,0,0,1,0,0,"[0, 1]"
53,53,47,2,1,rel2,5,2,rel,irr,low3,irr,1,6,15,0,15,0,-5,0,27,30,6,5,15.0,15,-5,0,1,1,"[0, 1]"
54,54,60,2,2,rel2,5,2,rel,irr,low3,irr,1,3,-5,0,15,0,-5,0,27,22,6,4,-5.0,15,-5,1,1,1,"[0, 1]"
55,55,20,2,2,rel2,5,2,rel,irr,low3,irr,1,3,-5,0,15,0,-5,0,27,22,6,4,-6.0,15,-5,0,1,1,"[0, 1]"
56,56,25,2,1,rel2,5,2,rel,irr,low2,irr,2,3,-5,0,-5,0,15,0,25,22,1,4,-2.0,-5,15,1,1,1,"[0, 1]"
57,57,22,2,2,rel2,5,2,rel,irr,low3,irr,1,3,-5,0,15,0,-5,0,27,22,6,4,-7.0,15,-5,1,1,0,"[0, 1]"
58,58,44,2,2,rel2,5,2,rel,irr,low3,irr,1,3,-5,0,15,0,-5,0,27,22,6,4,-3.0,15,-5,1,1,1,"[0, 1]"
59,59,30,2,2,rel2,5,2,irr,rel,irr,low2,3,2,0,15,0,-5,0,15,22,25,4,1,15.0,-5,15,1,1,0,"[0, 1]"
